index,id,gene,species
463,ENSG00000128000,ZNF780B,homo_sapiens
464,ENSMUSG00000042406,ATF4,mus_musculus
464,ENSXETG00000024806,ATF4,xenopus_tropicalis
464,ENSG00000128272,ATF4,homo_sapiens
465,ENSMUSG00000029563,FOXP2,mus_musculus
465,ENSXETG00000011560,FOXP2,xenopus_tropicalis
465,FBgn0262477,FOXP2,drosophila_melanogaster
465,WBGene00001439,FOXP2,caenorhabditis_elegans
465,ENSG00000128573,FOXP2,homo_sapiens
466,ENSMUSG00000029771,IRF5,mus_musculus
466,ENSXETG00000015005,IRF5,xenopus_tropicalis
466,ENSG00000128604,IRF5,homo_sapiens
467,ENSMUSG00000029697,FEZF1,mus_musculus
467,ENSXETG00000022748,FEZF1,xenopus_tropicalis
467,FBgn0031375,FEZF1,drosophila_melanogaster
467,WBGene00012639,FEZF1,caenorhabditis_elegans
467,ENSG00000128610,FEZF1,homo_sapiens
468,ENSMUSG00000042448,HOXD1,mus_musculus
468,ENSXETG00000001801,HOXD1,xenopus_tropicalis
468,WBGene00000437,HOXD1,caenorhabditis_elegans
468,ENSG00000128645,HOXD1,homo_sapiens
469,ENSMUSG00000079277,HOXD3,mus_musculus
469,ENSXETG00000001800,HOXD3,xenopus_tropicalis
469,FBgn0004054,HOXD3,drosophila_melanogaster
469,WBGene00003102,HOXD3,caenorhabditis_elegans
469,ENSG00000128652,HOXD3,homo_sapiens
470,ENSMUSG00000043342,HOXD9,mus_musculus
470,ENSXETG00000007581,HOXD9,xenopus_tropicalis
470,FBgn0000015,HOXD9,drosophila_melanogaster
470,ENSG00000128709,HOXD9,homo_sapiens
471,ENSMUSG00000050368,HOXD10,mus_musculus
471,ENSXETG00000007580,HOXD10,xenopus_tropicalis
471,FBgn0000015,HOXD10,drosophila_melanogaster
471,ENSG00000128710,HOXD10,homo_sapiens
472,ENSMUSG00000042499,HOXD11,mus_musculus
472,ENSXETG00000032416,HOXD11,xenopus_tropicalis
472,FBgn0000015,HOXD11,drosophila_melanogaster
472,ENSG00000128713,HOXD11,homo_sapiens
473,ENSMUSG00000001819,HOXD13,mus_musculus
473,ENSXETG00000007575,HOXD13,xenopus_tropicalis
473,FBgn0000015,HOXD13,drosophila_melanogaster
473,ENSG00000128714,HOXD13,homo_sapiens
474,ENSG00000129028,THAP10,homo_sapiens
475,ENSMUSG00000030322,MBD4,mus_musculus
475,ENSXETG00000026622,MBD4,xenopus_tropicalis
475,ENSG00000129071,MBD4,homo_sapiens
476,ENSMUSG00000009471,MYOD1,mus_musculus
476,ENSXETG00000001320,MYOD1,xenopus_tropicalis
476,FBgn0002922,MYOD1,drosophila_melanogaster
476,WBGene00001948,MYOD1,caenorhabditis_elegans
476,ENSG00000129152,MYOD1,homo_sapiens
477,ENSMUSG00000046179,E2F8,mus_musculus
477,ENSXETG00000004436,E2F8,xenopus_tropicalis
477,WBGene00009899,E2F8,caenorhabditis_elegans
477,ENSG00000129173,E2F8,homo_sapiens
478,ENSMUSG00000041287,SOX15,mus_musculus
478,ENSG00000129194,SOX15,homo_sapiens
479,ENSMUSG00000035451,FOXA1,mus_musculus
479,ENSXETG00000025867,FOXA1,xenopus_tropicalis
479,FBgn0000659,FOXA1,drosophila_melanogaster
479,WBGene00004013,FOXA1,caenorhabditis_elegans
479,ENSG00000129514,FOXA1,homo_sapiens
480,ENSMUSG00000040632,NRL,mus_musculus
480,ENSXETG00000022130,NRL,xenopus_tropicalis
480,FBgn0000964,NRL,drosophila_melanogaster
480,ENSG00000129535,NRL,homo_sapiens
481,ENSMUSG00000034227,FOXJ1,mus_musculus
481,ENSXETG00000019549,FOXJ1,xenopus_tropicalis
481,ENSG00000129654,FOXJ1,homo_sapiens
482,ENSMUSG00000035397,KLF16,mus_musculus
482,FBgn0043364,KLF16,drosophila_melanogaster
482,ENSG00000129911,KLF16,homo_sapiens
483,ENSMUSG00000023902,ZSCAN10,mus_musculus
483,ENSG00000130182,ZSCAN10,homo_sapiens
484,ENSMUSG00000034377,TULP4,mus_musculus
484,ENSXETG00000032878,TULP4,xenopus_tropicalis
484,FBgn0039530,TULP4,drosophila_melanogaster
484,WBGene00022139,TULP4,caenorhabditis_elegans
484,ENSG00000130338,TULP4,homo_sapiens
485,ENSMUSG00000024212,MLLT1,mus_musculus
485,ENSXETG00000021875,MLLT1,xenopus_tropicalis
485,FBgn0026441,MLLT1,drosophila_melanogaster
485,ENSG00000130382,MLLT1,homo_sapiens
486,ENSMUSG00000071076,JUND,mus_musculus
486,ENSXETG00000006441,JUND,xenopus_tropicalis
486,FBgn0001291,JUND,drosophila_melanogaster
486,ENSG00000130522,JUND,homo_sapiens
487,ENSG00000130544,ZNF557,homo_sapiens
488,ENSMUSG00000001566,MNX1,mus_musculus
488,ENSXETG00000021615,MNX1,xenopus_tropicalis
488,FBgn0041156,MNX1,drosophila_melanogaster
488,ENSG00000130675,MNX1,homo_sapiens
489,ENSMUSG00000050954,ZNF337,mus_musculus
489,ENSXETG00000007423,ZNF337,xenopus_tropicalis
489,ENSG00000130684,ZNF337,homo_sapiens
490,ENSMUSG00000015627,GATA5,mus_musculus
490,ENSXETG00000005127,GATA5,xenopus_tropicalis
490,FBgn0003117,GATA5,drosophila_melanogaster
490,ENSG00000130700,GATA5,homo_sapiens
491,ENSMUSG00000079466,PRDM12,mus_musculus
491,ENSXETG00000001343,PRDM12,xenopus_tropicalis
491,WBGene00018567,PRDM12,caenorhabditis_elegans
491,ENSG00000130711,PRDM12,homo_sapiens
492,ENSMUSG00000001988,NPAS1,mus_musculus
492,FBgn0262139,NPAS1,drosophila_melanogaster
492,WBGene00011327,NPAS1,caenorhabditis_elegans
492,ENSG00000130751,NPAS1,homo_sapiens
493,ENSMUSG00000057551,ZNF317,mus_musculus
493,ENSG00000130803,ZNF317,homo_sapiens
494,ENSMUSG00000059475,ZNF426,mus_musculus
494,ENSG00000130818,ZNF426,homo_sapiens
495,ENSG00000130844,ZNF331,homo_sapiens
496,ENSMUSG00000041258,ZNF236,mus_musculus
496,ENSXETG00000010789,ZNF236,xenopus_tropicalis
496,WBGene00016154,ZNF236,caenorhabditis_elegans
496,ENSG00000130856,ZNF236,homo_sapiens
497,ENSMUSG00000028977,CASZ1,mus_musculus
497,ENSXETG00000006312,CASZ1,xenopus_tropicalis
497,FBgn0004878,CASZ1,drosophila_melanogaster
497,ENSG00000130940,CASZ1,homo_sapiens
498,ENSMUSG00000059842,ZNF341,mus_musculus
498,ENSXETG00000021426,ZNF341,xenopus_tropicalis
498,ENSG00000131061,ZNF341,homo_sapiens
499,FBgn0030005,ZNF227,drosophila_melanogaster
499,ENSG00000131115,ZNF227,homo_sapiens
500,ENSMUSG00000097333,ZNF141,mus_musculus
500,ENSG00000131127,ZNF141,homo_sapiens
501,ENSMUSG00000033016,NFATC1,mus_musculus
501,ENSXETG00000000853,NFATC1,xenopus_tropicalis
501,FBgn0030505,NFATC1,drosophila_melanogaster
501,ENSG00000131196,NFATC1,homo_sapiens
502,ENSMUSG00000031326,CDX4,mus_musculus
502,ENSXETG00000004589,CDX4,xenopus_tropicalis
502,WBGene00003912,CDX4,caenorhabditis_elegans
502,ENSG00000131264,CDX4,homo_sapiens
503,ENSMUSG00000060601,NR1H2,mus_musculus
503,ENSXETG00000000307,NR1H2,xenopus_tropicalis
503,FBgn0000546,NR1H2,drosophila_melanogaster
503,ENSG00000131408,NR1H2,homo_sapiens
504,ENSMUSG00000021381,BARX1,mus_musculus
504,ENSXETG00000017172,BARX1,xenopus_tropicalis
504,ENSG00000131668,BARX1,homo_sapiens
505,FBgn0011701,RHOXF2,drosophila_melanogaster
505,WBGene00020485,RHOXF2,caenorhabditis_elegans
505,ENSG00000131721,RHOXF2,homo_sapiens
506,ENSMUSG00000037992,RARA,mus_musculus
506,ENSXETG00000024390,RARA,xenopus_tropicalis
506,ENSG00000131759,RARA,homo_sapiens
507,ENSMUSG00000028101,PIAS3,mus_musculus
507,ENSXETG00000018642,PIAS3,xenopus_tropicalis
507,FBgn0003612,PIAS3,drosophila_melanogaster
507,WBGene00001574,PIAS3,caenorhabditis_elegans
507,ENSG00000131788,PIAS3,homo_sapiens
508,ENSG00000131845,ZNF304,homo_sapiens
509,ENSMUSG00000058028,ZSCAN5A,mus_musculus
509,ENSG00000131848,ZSCAN5A,homo_sapiens
510,ENSG00000131849,ZNF132,homo_sapiens
511,ENSMUSG00000037583,NR0B2,mus_musculus
511,ENSXETG00000011771,NR0B2,xenopus_tropicalis
511,ENSG00000131910,NR0B2,homo_sapiens
512,ENSMUSG00000050966,LIN28A,mus_musculus
512,ENSXETG00000012324,LIN28A,xenopus_tropicalis
512,FBgn0035626,LIN28A,drosophila_melanogaster
512,WBGene00003014,LIN28A,caenorhabditis_elegans
512,ENSG00000131914,LIN28A,homo_sapiens
513,ENSMUSG00000037214,THAP1,mus_musculus
513,ENSXETG00000010197,THAP1,xenopus_tropicalis
513,ENSG00000131931,THAP1,homo_sapiens
514,ENSMUSG00000031706,RFX1,mus_musculus
514,ENSXETG00000005567,RFX1,xenopus_tropicalis
514,FBgn0020379,RFX1,drosophila_melanogaster
514,WBGene00000914,RFX1,caenorhabditis_elegans
514,ENSG00000132005,RFX1,homo_sapiens
515,ENSG00000132010,ZNF20,homo_sapiens
517,ENSMUSG00000000440,PPARG,mus_musculus
517,ENSXETG00000017422,PPARG,xenopus_tropicalis
517,ENSG00000132170,PPARG,homo_sapiens
518,ENSMUSG00000031921,TERF2,mus_musculus
518,ENSXETG00000031339,TERF2,xenopus_tropicalis
518,ENSG00000132604,TERF2,homo_sapiens
519,ENSMUSG00000041995,ZBED3,mus_musculus
519,ENSG00000132846,ZBED3,homo_sapiens
520,ENSMUSG00000027552,E2F5,mus_musculus
520,ENSXETG00000013780,E2F5,xenopus_tropicalis
520,FBgn0024371,E2F5,drosophila_melanogaster
520,WBGene00001161,E2F5,caenorhabditis_elegans
520,ENSG00000133740,E2F5,homo_sapiens
521,ENSMUSG00000055116,ARNTL,mus_musculus
521,ENSXETG00000024204,ARNTL,xenopus_tropicalis
521,FBgn0023094,ARNTL,drosophila_melanogaster
521,ENSG00000133794,ARNTL,homo_sapiens
522,ENSMUSG00000024826,DPF2,mus_musculus
522,ENSXETG00000001672,DPF2,xenopus_tropicalis
522,FBgn0033015,DPF2,drosophila_melanogaster
522,WBGene00016200,DPF2,caenorhabditis_elegans
522,ENSG00000133884,DPF2,homo_sapiens
523,ENSMUSG00000021095,GSC,mus_musculus
523,ENSXETG00000023328,GSC,xenopus_tropicalis
523,FBgn0010323,GSC,drosophila_melanogaster
523,WBGene00022837,GSC,caenorhabditis_elegans
523,ENSG00000133937,GSC,homo_sapiens
524,ENSMUSG00000024513,MBD2,mus_musculus
524,ENSXETG00000013688,MBD2,xenopus_tropicalis
524,FBgn0027950,MBD2,drosophila_melanogaster
524,ENSG00000134046,MBD2,homo_sapiens
525,ENSMUSG00000030103,BHLHE40,mus_musculus
525,ENSXETG00000005207,BHLHE40,xenopus_tropicalis
525,ENSG00000134107,BHLHE40,homo_sapiens
526,ENSMUSG00000027210,MEIS2,mus_musculus
526,ENSXETG00000012882,MEIS2,xenopus_tropicalis
526,FBgn0001235,MEIS2,drosophila_melanogaster
526,WBGene00006796,MEIS2,caenorhabditis_elegans
526,ENSG00000134138,MEIS2,homo_sapiens
527,ENSMUSG00000020656,GRHL1,mus_musculus
527,ENSXETG00000007012,GRHL1,xenopus_tropicalis
527,FBgn0259211,GRHL1,drosophila_melanogaster
527,WBGene00001707,GRHL1,caenorhabditis_elegans
527,ENSG00000134317,GRHL1,homo_sapiens
528,ENSMUSG00000037169,MYCN,mus_musculus
528,ENSXETG00000015485,MYCN,xenopus_tropicalis
528,FBgn0262656,MYCN,drosophila_melanogaster
528,ENSG00000134323,MYCN,homo_sapiens
529,ENSMUSG00000024518,RAX,mus_musculus
529,ENSXETG00000031298,RAX,xenopus_tropicalis
529,WBGene00000433,RAX,caenorhabditis_elegans
529,ENSG00000134438,RAX,homo_sapiens
530,ENSMUSG00000041540,SOX5,mus_musculus
530,ENSXETG00000026458,SOX5,xenopus_tropicalis
530,FBgn0039938,SOX5,drosophila_melanogaster
530,WBGene00001182,SOX5,caenorhabditis_elegans
530,ENSG00000134532,SOX5,homo_sapiens
531,ENSMUSG00000045179,SOX3,mus_musculus
531,ENSXETG00000007607,SOX3,xenopus_tropicalis
531,FBgn0029123,SOX3,drosophila_melanogaster
531,ENSG00000134595,SOX3,homo_sapiens
532,ENSMUSG00000024317,RNF138,mus_musculus
532,ENSXETG00000004739,RNF138,xenopus_tropicalis
532,ENSG00000134758,RNF138,homo_sapiens
533,ENSMUSG00000029238,CLOCK,mus_musculus
533,ENSXETG00000021064,CLOCK,xenopus_tropicalis
533,FBgn0023076,CLOCK,drosophila_melanogaster
533,ENSG00000134852,CLOCK,homo_sapiens
534,ENSMUSG00000032035,ETS1,mus_musculus
534,ENSXETG00000022781,ETS1,xenopus_tropicalis
534,ENSG00000134954,ETS1,homo_sapiens
535,ENSMUSG00000029556,HNF1A,mus_musculus
535,ENSXETG00000012278,HNF1A,xenopus_tropicalis
535,ENSG00000135100,HNF1A,homo_sapiens
536,ENSMUSG00000018604,TBX3,mus_musculus
536,ENSXETG00000006579,TBX3,xenopus_tropicalis
536,FBgn0000179,TBX3,drosophila_melanogaster
536,ENSG00000135111,TBX3,homo_sapiens
537,ENSMUSG00000042508,DMTF1,mus_musculus
537,ENSXETG00000005412,DMTF1,xenopus_tropicalis
537,ENSG00000135164,DMTF1,homo_sapiens
538,ENSMUSG00000012350,EHF,mus_musculus
538,ENSXETG00000007559,EHF,xenopus_tropicalis
538,WBGene00006462,EHF,caenorhabditis_elegans
538,ENSG00000135373,EHF,homo_sapiens
539,ENSMUSG00000027186,ELF5,mus_musculus
539,ENSXETG00000007560,ELF5,xenopus_tropicalis
539,WBGene00006462,ELF5,caenorhabditis_elegans
539,ENSG00000135374,ELF5,homo_sapiens
540,ENSMUSG00000009733,TFCP2,mus_musculus
540,ENSXETG00000009632,TFCP2,xenopus_tropicalis
540,FBgn0050011,TFCP2,drosophila_melanogaster
540,ENSG00000135457,TFCP2,homo_sapiens
541,ENSMUSG00000019789,HEY2,mus_musculus
541,ENSXETG00000021844,HEY2,xenopus_tropicalis
541,FBgn0027788,HEY2,drosophila_melanogaster
541,ENSG00000135547,HEY2,homo_sapiens
542,ENSMUSG00000071341,EGR4,mus_musculus
542,ENSXETG00000011775,EGR4,xenopus_tropicalis
542,FBgn0003499,EGR4,drosophila_melanogaster
542,WBGene00043705,EGR4,caenorhabditis_elegans
542,ENSG00000135625,EGR4,homo_sapiens
543,ENSMUSG00000033726,EMX1,mus_musculus
543,FBgn0000576,EMX1,drosophila_melanogaster
543,WBGene00000429,EMX1,caenorhabditis_elegans
543,ENSG00000135638,EMX1,homo_sapiens
544,ENSMUSG00000097565,ZNF670-ZNF695,mus_musculus
544,ENSG00000135747,ZNF670-ZNF695,homo_sapiens
545,ENSMUSG00000095672,SP110,mus_musculus
545,ENSXETG00000032669,SP110,xenopus_tropicalis
545,ENSG00000135899,SP110,homo_sapiens
546,ENSMUSG00000004872,PAX3,mus_musculus
546,ENSXETG00000007640,PAX3,xenopus_tropicalis
546,FBgn0001148,PAX3,drosophila_melanogaster
546,WBGene00003939,PAX3,caenorhabditis_elegans
546,ENSG00000135903,PAX3,homo_sapiens
547,ENSMUSG00000071350,SETDB2,mus_musculus
547,ENSXETG00000015666,SETDB2,xenopus_tropicalis
547,WBGene00019883,SETDB2,caenorhabditis_elegans
547,ENSG00000136169,SETDB2,homo_sapiens
548,ENSMUSG00000058669,NKX2-8,mus_musculus
548,ENSXETG00000002908,NKX2-8,xenopus_tropicalis
548,FBgn0261930,NKX2-8,drosophila_melanogaster
548,WBGene00000450,NKX2-8,caenorhabditis_elegans
548,ENSG00000136327,NKX2-8,homo_sapiens
549,ENSMUSG00000001496,NKX2-1,mus_musculus
549,ENSXETG00000002909,NKX2-1,xenopus_tropicalis
549,WBGene00000447,NKX2-1,caenorhabditis_elegans
549,ENSG00000136352,NKX2-1,homo_sapiens
550,ENSMUSG00000040721,ZFHX2,mus_musculus
550,ENSXETG00000022562,ZFHX2,xenopus_tropicalis
550,FBgn0004607,ZFHX2,drosophila_melanogaster
550,WBGene00022518,ZFHX2,caenorhabditis_elegans
550,ENSG00000136367,ZFHX2,homo_sapiens
551,ENSMUSG00000018377,VEZF1,mus_musculus
551,ENSXETG00000008951,VEZF1,xenopus_tropicalis
551,ENSG00000136451,VEZF1,homo_sapiens
552,ENSMUSG00000038909,KAT7,mus_musculus
552,ENSXETG00000021908,KAT7,xenopus_tropicalis
552,FBgn0028387,KAT7,drosophila_melanogaster
552,ENSG00000136504,KAT7,homo_sapiens
553,ENSMUSG00000035033,TBR1,mus_musculus
553,ENSXETG00000016201,TBR1,xenopus_tropicalis
553,WBGene00044798,TBR1,caenorhabditis_elegans
553,ENSG00000136535,TBR1,homo_sapiens
554,ENSMUSG00000021944,GATA4,mus_musculus
554,ENSXETG00000000673,GATA4,xenopus_tropicalis
554,FBgn0003117,GATA4,drosophila_melanogaster
554,ENSG00000136574,GATA4,homo_sapiens
555,ENSMUSG00000039377,HLX,mus_musculus
555,ENSXETG00000002734,HLX,xenopus_tropicalis
555,FBgn0001170,HLX,drosophila_melanogaster
555,ENSG00000136630,HLX,homo_sapiens
556,ENSMUSG00000026740,DNAJC1,mus_musculus
556,ENSXETG00000007390,DNAJC1,xenopus_tropicalis
556,FBgn0030990,DNAJC1,drosophila_melanogaster
556,WBGene00018836,DNAJC1,caenorhabditis_elegans
556,ENSG00000136770,DNAJC1,homo_sapiens
557,ENSMUSG00000003032,KLF4,mus_musculus
557,ENSXETG00000005739,KLF4,xenopus_tropicalis
557,ENSG00000136826,KLF4,homo_sapiens
558,ENSMUSG00000028389,ZFP37,mus_musculus
558,ENSXETG00000007423,ZFP37,xenopus_tropicalis
558,ENSG00000136866,ZFP37,homo_sapiens
559,ENSMUSG00000039634,ZNF189,mus_musculus
559,ENSG00000136870,ZNF189,homo_sapiens
560,ENSMUSG00000026751,NR5A1,mus_musculus
560,ENSXETG00000011456,NR5A1,xenopus_tropicalis
560,FBgn0001078,NR5A1,drosophila_melanogaster
560,WBGene00003623,NR5A1,caenorhabditis_elegans
560,ENSG00000136931,NR5A1,homo_sapiens
561,ENSMUSG00000038765,LMX1B,mus_musculus
561,ENSXETG00000000742,LMX1B,xenopus_tropicalis
561,FBgn0036274,LMX1B,drosophila_melanogaster
561,WBGene00002988,LMX1B,caenorhabditis_elegans
561,ENSG00000136944,LMX1B,homo_sapiens
562,ENSMUSG00000022346,MYC,mus_musculus
562,ENSXETG00000025372,MYC,xenopus_tropicalis
562,FBgn0262656,MYC,drosophila_melanogaster
562,ENSG00000136997,MYC,homo_sapiens
563,ENSMUSG00000024837,DMRT1,mus_musculus
563,ENSXETG00000002277,DMRT1,xenopus_tropicalis
563,WBGene00007776,DMRT1,caenorhabditis_elegans
563,ENSG00000137090,DMRT1,homo_sapiens
564,ENSMUSG00000023991,FOXP4,mus_musculus
564,ENSXETG00000011856,FOXP4,xenopus_tropicalis
564,FBgn0262477,FOXP4,drosophila_melanogaster
564,WBGene00001439,FOXP4,caenorhabditis_elegans
564,ENSG00000137166,FOXP4,homo_sapiens
565,ENSG00000137185,ZSCAN9,homo_sapiens
566,ENSMUSG00000021359,TFAP2A,mus_musculus
566,ENSXETG00000001074,TFAP2A,xenopus_tropicalis
566,FBgn0261953,TFAP2A,drosophila_melanogaster
566,WBGene00019424,TFAP2A,caenorhabditis_elegans
566,ENSG00000137203,TFAP2A,homo_sapiens
567,ENSMUSG00000021356,IRF4,mus_musculus
567,ENSXETG00000011413,IRF4,xenopus_tropicalis
567,ENSG00000137265,IRF4,homo_sapiens
568,ENSMUSG00000023333,GCM1,mus_musculus
568,ENSXETG00000027375,GCM1,xenopus_tropicalis
568,FBgn0014179,GCM1,drosophila_melanogaster
568,ENSG00000137270,GCM1,homo_sapiens
569,ENSMUSG00000038402,FOXF2,mus_musculus
569,ENSXETG00000000589,FOXF2,xenopus_tropicalis
569,FBgn0045759,FOXF2,drosophila_melanogaster
569,ENSG00000137273,FOXF2,homo_sapiens
570,ENSMUSG00000078249,HMGA1,mus_musculus
570,ENSG00000137309,HMGA1,homo_sapiens
571,ENSMUSG00000050410,TCF19,mus_musculus
571,ENSXETG00000024079,TCF19,xenopus_tropicalis
571,ENSG00000137310,TCF19,homo_sapiens
572,ENSMUSG00000030753,THAP12,mus_musculus
572,ENSXETG00000019230,THAP12,xenopus_tropicalis
572,ENSG00000137492,THAP12,homo_sapiens
573,ENSMUSG00000051451,CREBZF,mus_musculus
573,ENSG00000137504,CREBZF,homo_sapiens
574,ENSMUSG00000032015,POU2F3,mus_musculus
574,ENSXETG00000015251,POU2F3,xenopus_tropicalis
574,FBgn0004394,POU2F3,drosophila_melanogaster
574,WBGene00000431,POU2F3,caenorhabditis_elegans
574,ENSG00000137709,POU2F3,homo_sapiens
575,ENSMUSG00000036867,SMAD6,mus_musculus
575,ENSXETG00000015939,SMAD6,xenopus_tropicalis
575,FBgn0020493,SMAD6,drosophila_melanogaster
575,ENSG00000137834,SMAD6,homo_sapiens
576,ENSMUSG00000045302,PREB,mus_musculus
576,FBgn0031779,PREB,drosophila_melanogaster
576,WBGene00010496,PREB,caenorhabditis_elegans
576,ENSG00000138073,PREB,homo_sapiens
577,ENSMUSG00000038805,SIX3,mus_musculus
577,ENSXETG00000002758,SIX3,xenopus_tropicalis
577,FBgn0025360,SIX3,drosophila_melanogaster
577,WBGene00000453,SIX3,caenorhabditis_elegans
577,ENSG00000138083,SIX3,homo_sapiens
578,ENSMUSG00000025216,LBX1,mus_musculus
578,FBgn0008651,LBX1,drosophila_melanogaster
578,ENSG00000138136,LBX1,homo_sapiens
579,ENSMUSG00000062939,STAT4,mus_musculus
579,ENSXETG00000004662,STAT4,xenopus_tropicalis
579,FBgn0016917,STAT4,drosophila_melanogaster
579,WBGene00013111,STAT4,caenorhabditis_elegans
579,ENSG00000138378,STAT4,homo_sapiens
580,ENSMUSG00000026017,CARF,mus_musculus
580,ENSXETG00000031604,CARF,xenopus_tropicalis
580,ENSG00000138380,CARF,homo_sapiens
581,ENSMUSG00000029913,PRDM5,mus_musculus
581,ENSXETG00000002101,PRDM5,xenopus_tropicalis
581,FBgn0037031,PRDM5,drosophila_melanogaster
581,ENSG00000138738,PRDM5,homo_sapiens
582,ENSMUSG00000027985,LEF1,mus_musculus
582,ENSXETG00000021102,LEF1,xenopus_tropicalis
582,FBgn0085432,LEF1,drosophila_melanogaster
582,WBGene00004077,LEF1,caenorhabditis_elegans
582,ENSG00000138795,LEF1,homo_sapiens
583,ENSMUSG00000030199,ETV6,mus_musculus
583,ENSXETG00000008919,ETV6,xenopus_tropicalis
583,FBgn0000097,ETV6,drosophila_melanogaster
583,WBGene00016798,ETV6,caenorhabditis_elegans
583,ENSG00000139083,ETV6,homo_sapiens
584,ENSMUSG00000030232,AEBP2,mus_musculus
584,ENSXETG00000008185,AEBP2,xenopus_tropicalis
584,FBgn0086655,AEBP2,drosophila_melanogaster
584,ENSG00000139154,AEBP2,homo_sapiens
585,ENSMUSG00000020052,ASCL1,mus_musculus
585,ENSXETG00000002872,ASCL1,xenopus_tropicalis
585,FBgn0000022,ASCL1,drosophila_melanogaster
585,ENSG00000139352,ASCL1,homo_sapiens
586,ENSMUSG00000042002,FOXN4,mus_musculus
586,ENSXETG00000018573,FOXN4,xenopus_tropicalis
586,FBgn0015396,FOXN4,drosophila_melanogaster
586,ENSG00000139445,FOXN4,homo_sapiens
587,ENSMUSG00000029644,PDX1,mus_musculus
587,ENSXETG00000011787,PDX1,xenopus_tropicalis
587,FBgn0004054,PDX1,drosophila_melanogaster
587,WBGene00003102,PDX1,caenorhabditis_elegans
587,ENSG00000139515,PDX1,homo_sapiens
588,ENSMUSG00000025369,SMARCC2,mus_musculus
588,ENSXETG00000009486,SMARCC2,xenopus_tropicalis
588,FBgn0002783,SMARCC2,drosophila_melanogaster
588,WBGene00004203,SMARCC2,caenorhabditis_elegans
588,ENSG00000139613,SMARCC2,homo_sapiens
589,ENSMUSG00000023021,CERS5,mus_musculus
589,ENSXETG00000013344,CERS5,xenopus_tropicalis
589,FBgn0040918,CERS5,drosophila_melanogaster
589,WBGene00002043,CERS5,caenorhabditis_elegans
589,ENSG00000139624,CERS5,homo_sapiens
590,ENSMUSG00000046897,ZNF740,mus_musculus
590,ENSXETG00000025177,ZNF740,xenopus_tropicalis
590,ENSG00000139651,ZNF740,homo_sapiens
591,ENSMUSG00000041703,ZIC5,mus_musculus
591,ENSXETG00000018872,ZIC5,xenopus_tropicalis
591,FBgn0003002,ZIC5,drosophila_melanogaster
591,WBGene00004335,ZIC5,caenorhabditis_elegans
591,ENSG00000139800,ZIC5,homo_sapiens
592,ENSMUSG00000021055,ESR2,mus_musculus
592,ENSXETG00000007257,ESR2,xenopus_tropicalis
592,ENSG00000140009,ESR2,homo_sapiens
593,ENSMUSG00000034271,JDP2,mus_musculus
593,ENSG00000140044,JDP2,homo_sapiens
594,ENSMUSG00000032228,TCF12,mus_musculus
594,ENSXETG00000016563,TCF12,xenopus_tropicalis
594,FBgn0000413,TCF12,drosophila_melanogaster
594,WBGene00001949,TCF12,caenorhabditis_elegans
594,ENSG00000140262,TCF12,homo_sapiens
595,ENSMUSG00000050619,ZSCAN29,mus_musculus
595,ENSG00000140265,ZSCAN29,homo_sapiens
596,ENSMUSG00000032329,HMG20A,mus_musculus
596,ENSXETG00000015269,HMG20A,xenopus_tropicalis
596,FBgn0026582,HMG20A,drosophila_melanogaster
596,WBGene00012209,HMG20A,caenorhabditis_elegans
596,ENSG00000140382,HMG20A,homo_sapiens
597,ENSMUSG00000048897,ZNF710,mus_musculus
597,ENSXETG00000012971,ZNF710,xenopus_tropicalis
597,WBGene00012385,ZNF710,caenorhabditis_elegans
597,ENSG00000140548,ZNF710,homo_sapiens
598,ENSMUSG00000038872,ZFHX3,mus_musculus
598,ENSXETG00000023509,ZFHX3,xenopus_tropicalis
598,FBgn0004607,ZFHX3,drosophila_melanogaster
598,WBGene00022518,ZFHX3,caenorhabditis_elegans
598,ENSG00000140836,ZFHX3,homo_sapiens
599,ENSMUSG00000041515,IRF8,mus_musculus
599,ENSXETG00000003561,IRF8,xenopus_tropicalis
599,ENSG00000140968,IRF8,homo_sapiens
600,ENSG00000140987,ZSCAN32,homo_sapiens
601,ENSMUSG00000001472,TCF25,mus_musculus
601,ENSXETG00000023414,TCF25,xenopus_tropicalis
601,FBgn0027549,TCF25,drosophila_melanogaster
601,WBGene00010620,TCF25,caenorhabditis_elegans
601,ENSG00000141002,TCF25,homo_sapiens
602,ENSMUSG00000018501,NCOR1,mus_musculus
602,ENSXETG00000006720,NCOR1,xenopus_tropicalis
602,FBgn0265523,NCOR1,drosophila_melanogaster
602,ENSG00000141027,NCOR1,homo_sapiens
603,ENSMUSG00000005267,ZNF287,mus_musculus
603,ENSG00000141040,ZNF287,homo_sapiens
604,ENSMUSG00000005836,GATA6,mus_musculus
604,ENSXETG00000003144,GATA6,xenopus_tropicalis
604,FBgn0003117,GATA6,drosophila_melanogaster
604,ENSG00000141448,GATA6,homo_sapiens
605,ENSMUSG00000059552,TP53,mus_musculus
605,ENSXETG00000025055,TP53,xenopus_tropicalis
605,ENSG00000141510,TP53,homo_sapiens
606,ENSMUSG00000039275,FOXK2,mus_musculus
606,ENSXETG00000022803,FOXK2,xenopus_tropicalis
606,FBgn0036134,FOXK2,drosophila_melanogaster
606,ENSG00000141568,FOXK2,homo_sapiens
607,ENSMUSG00000024561,MBD1,mus_musculus
607,ENSG00000141644,MBD1,homo_sapiens
