Index,GeneID,HumanName,Name,Species,complexity,isoforms,paralogues,motifs,complexity
456,ENSG00000126804,ZBTB1,ZBTB1,homo_sapiens,30,5,16,9,30
456,ENSMUSG00000033454,ZBTB1,Zbtb1,mus_musculus,21,1,15,5,21
456,ENSXETG00000022532,ZBTB1,zbtb1,xenopus_tropicalis,23,1,17,5,23
456,WBGene00016154,ZBTB1,C27A12.2,caenorhabditis_elegans,7,1,1,5,7
458,ENSG00000127124,HIVEP3,HIVEP3,homo_sapiens,22,3,4,15,22
458,ENSMUSG00000028634,HIVEP3,Hivep3,mus_musculus,17,3,4,10,17
458,ENSXETG00000012923,HIVEP3,hivep3,xenopus_tropicalis,11,1,3,7,11
458,FBgn0003396,HIVEP3,shn,drosophila_melanogaster,49,6,1,42,49
458,WBGene00004862,HIVEP3,sma-9,caenorhabditis_elegans,71,14,1,51,71
459,ENSG00000127152,BCL11B,BCL11B,homo_sapiens,24,3,3,18,24
459,ENSMUSG00000048251,BCL11B,Bcl11b,mus_musculus,24,3,3,18,24
459,ENSXETG00000011434,BCL11B,bcl11b,xenopus_tropicalis,18,2,2,14,18
459,FBgn0029939,BCL11B,CG9650,drosophila_melanogaster,25,4,1,20,25
459,WBGene00017430,BCL11B,F13H6.1,caenorhabditis_elegans,13,3,1,9,13
460,ENSG00000127337,YEATS4,YEATS4,homo_sapiens,9,4,2,3,9
460,ENSMUSG00000020171,YEATS4,Yeats4,mus_musculus,4,1,2,1,4
460,ENSXETG00000026783,YEATS4,yeats4,xenopus_tropicalis,4,1,2,1,4
460,FBgn0031873,YEATS4,Gas41,drosophila_melanogaster,4,1,2,1,4
460,WBGene00001585,YEATS4,gfl-1,caenorhabditis_elegans,4,1,2,1,4
461,ENSG00000127528,KLF2,KLF2,homo_sapiens,17,2,12,3,17
461,ENSMUSG00000055148,KLF2,Klf2,mus_musculus,17,1,13,3,17
461,WBGene00018990,KLF2,klf-1,caenorhabditis_elegans,11,2,3,6,11
465,ENSG00000128573,FOXP2,FOXP2,homo_sapiens,43,18,14,11,43
465,ENSMUSG00000029563,FOXP2,Foxp2,mus_musculus,31,11,16,4,31
465,ENSXETG00000011560,FOXP2,foxp2,xenopus_tropicalis,20,2,14,4,20
465,WBGene00001439,FOXP2,fkh-7,caenorhabditis_elegans,31,14,5,12,31
467,ENSG00000128610,FEZF1,FEZF1,homo_sapiens,19,3,4,12,19
467,ENSMUSG00000029697,FEZF1,Fezf1,mus_musculus,11,1,4,6,11
467,ENSXETG00000022748,FEZF1,fezf1,xenopus_tropicalis,11,1,4,6,11
467,FBgn0031375,FEZF1,erm,drosophila_melanogaster,32,4,4,24,32
467,WBGene00012639,FEZF1,fezf-1,caenorhabditis_elegans,9,1,2,6,9
468,ENSG00000128645,HOXD1,HOXD1,homo_sapiens,22,1,20,1,22
468,ENSMUSG00000042448,HOXD1,Hoxd1,mus_musculus,22,1,20,1,22
468,ENSXETG00000001801,HOXD1,hoxd1,xenopus_tropicalis,24,1,22,1,24
468,FBgn0002522,HOXD1,lab,drosophila_melanogaster,15,2,11,2,15
468,WBGene00000437,HOXD1,ceh-13,caenorhabditis_elegans,8,1,6,1,8
476,ENSG00000129152,MYOD1,MYOD1,homo_sapiens,6,1,4,1,6
476,ENSMUSG00000009471,MYOD1,Myod1,mus_musculus,6,1,4,1,6
476,ENSXETG00000001320,MYOD1,myod1,xenopus_tropicalis,6,1,4,1,6
476,FBgn0002922,MYOD1,nau,drosophila_melanogaster,5,2,1,2,5
476,WBGene00001948,MYOD1,hlh-1,caenorhabditis_elegans,7,3,1,3,7
477,ENSG00000129173,E2F8,E2F8,homo_sapiens,6,4,2,0,6
477,ENSMUSG00000046179,E2F8,E2f8,mus_musculus,4,2,2,0,4
477,ENSXETG00000004436,E2F8,e2f8,xenopus_tropicalis,3,1,2,0,3
477,WBGene00009899,E2F8,efl-3,caenorhabditis_elegans,2,1,1,0,2
479,ENSG00000129514,FOXA1,FOXA1,homo_sapiens,26,1,24,1,26
479,ENSMUSG00000035451,FOXA1,Foxa1,mus_musculus,21,1,19,1,21
479,FBgn0000659,FOXA1,fkh,drosophila_melanogaster,16,5,6,5,16
479,WBGene00004013,FOXA1,pha-4,caenorhabditis_elegans,9,3,3,3,9
480,ENSG00000129535,NRL,NRL,homo_sapiens,18,6,7,5,18
480,ENSMUSG00000040632,NRL,Nrl,mus_musculus,13,3,7,3,13
480,ENSXETG00000022130,NRL,nrl,xenopus_tropicalis,11,2,7,2,11
480,FBgn0000964,NRL,tj,drosophila_melanogaster,4,2,2,0,4
480,WBGene00077521,NRL,maf-1,caenorhabditis_elegans,2,1,1,0,2
482,ENSG00000129911,KLF16,KLF16,homo_sapiens,26,3,15,8,26
482,ENSMUSG00000035397,KLF16,Klf16,mus_musculus,19,1,15,3,19
482,FBgn0043364,KLF16,cbt,drosophila_melanogaster,16,3,4,9,16
482,WBGene00012735,KLF16,sptf-3,caenorhabditis_elegans,6,1,2,3,6
484,ENSG00000130338,TULP4,TULP4,homo_sapiens,14,2,6,6,14
484,ENSMUSG00000034377,TULP4,Tulp4,mus_musculus,17,4,9,4,17
484,ENSXETG00000032878,TULP4,TULP4,xenopus_tropicalis,18,2,6,10,18
484,FBgn0039530,TULP4,Tusp,drosophila_melanogaster,19,4,3,12,19
484,WBGene00022139,TULP4,tub-2,caenorhabditis_elegans,7,2,3,2,7
491,ENSG00000130711,PRDM12,PRDM12,homo_sapiens,8,1,3,4,8
491,ENSMUSG00000079466,PRDM12,Prdm12,mus_musculus,8,1,3,4,8
491,ENSXETG00000001343,PRDM12,prdm12,xenopus_tropicalis,5,1,3,1,5
491,WBGene00018567,PRDM12,F47E1.3,caenorhabditis_elegans,7,1,1,5,7
502,ENSG00000131264,CDX4,CDX4,homo_sapiens,5,1,3,1,5
502,ENSMUSG00000031326,CDX4,Cdx4,mus_musculus,5,1,3,1,5
502,ENSXETG00000004589,CDX4,cdx4,xenopus_tropicalis,5,1,3,1,5
502,FBgn0000251,CDX4,cad,drosophila_melanogaster,7,3,1,3,7
502,WBGene00003912,CDX4,pal-1,caenorhabditis_elegans,13,6,1,6,13
507,ENSG00000131788,PIAS3,PIAS3,homo_sapiens,19,4,6,9,19
507,ENSMUSG00000028101,PIAS3,Pias3,mus_musculus,21,5,6,10,21
507,ENSXETG00000018642,PIAS3,pias3,xenopus_tropicalis,12,2,6,4,12
507,FBgn0003612,PIAS3,Su(var)2-10,drosophila_melanogaster,58,14,2,42,58
507,WBGene00001574,PIAS3,gei-17,caenorhabditis_elegans,46,15,1,30,46
512,ENSG00000131914,LIN28A,LIN28A,homo_sapiens,6,2,2,2,6
512,ENSMUSG00000050966,LIN28A,Lin28a,mus_musculus,9,4,2,3,9
512,FBgn0035626,LIN28A,lin-28,drosophila_melanogaster,2,1,1,0,2
512,WBGene00003014,LIN28A,lin-28,caenorhabditis_elegans,5,2,1,2,5
515,ENSG00000132010,ZNF20,ZNF20,homo_sapiens,61,3,38,20,61
515,WBGene00021931,ZNF20,Y55F3AM.14,caenorhabditis_elegans,13,1,1,11,13
517,ENSG00000132170,PPARG,PPARG,homo_sapiens,26,10,8,8,26
517,ENSMUSG00000000440,PPARG,Pparg,mus_musculus,17,5,8,4,17
517,ENSXETG00000017422,PPARG,pparg,xenopus_tropicalis,10,1,9,0,10
517,FBgn0004865,PPARG,Eip78C,drosophila_melanogaster,15,4,8,3,15
517,WBGene00004786,PPARG,sex-1,caenorhabditis_elegans,14,2,10,2,14
520,ENSG00000133740,E2F5,E2F5,homo_sapiens,12,6,6,0,12
520,ENSMUSG00000027552,E2F5,E2f5,mus_musculus,8,2,6,0,8
520,ENSXETG00000013780,E2F5,e2f5,xenopus_tropicalis,5,1,4,0,5
520,FBgn0024371,E2F5,E2f2,drosophila_melanogaster,4,2,2,0,4
520,WBGene00001161,E2F5,efl-1,caenorhabditis_elegans,3,1,2,0,3
522,ENSG00000133884,DPF2,DPF2,homo_sapiens,14,4,4,6,14
522,ENSMUSG00000024826,DPF2,Dpf2,mus_musculus,11,2,4,5,11
522,ENSXETG00000001672,DPF2,dpf2,xenopus_tropicalis,9,2,4,3,9
522,FBgn0033015,DPF2,d4,drosophila_melanogaster,15,4,0,8,15
522,WBGene00016200,DPF2,dpff-1,caenorhabditis_elegans,8,3,2,3,8
523,ENSG00000133937,GSC,GSC,homo_sapiens,15,1,13,1,15
523,ENSMUSG00000021095,GSC,Gsc,mus_musculus,15,1,13,1,15
523,ENSXETG00000023328,GSC,gsc,xenopus_tropicalis,18,2,14,2,18
523,FBgn0010323,GSC,Gsc,drosophila_melanogaster,8,2,4,2,8
523,WBGene00022837,GSC,ceh-45,caenorhabditis_elegans,12,2,8,2,12
526,ENSG00000134138,MEIS2,MEIS2,homo_sapiens,33,14,9,10,33
526,ENSMUSG00000027210,MEIS2,Meis2,mus_musculus,21,6,9,6,21
526,FBgn0001235,MEIS2,hth,drosophila_melanogaster,10,5,3,2,10
526,WBGene00006796,MEIS2,unc-62,caenorhabditis_elegans,19,10,1,8,19
527,ENSG00000134317,GRHL1,GRHL1,homo_sapiens,9,3,6,0,9
527,ENSMUSG00000020656,GRHL1,Grhl1,mus_musculus,8,2,6,0,8
527,ENSXETG00000007012,GRHL1,grhl1,xenopus_tropicalis,7,1,6,0,7
527,FBgn0259211,GRHL1,grh,drosophila_melanogaster,10,8,2,0,10
527,WBGene00001707,GRHL1,grh-1,caenorhabditis_elegans,4,3,1,0,4
529,ENSG00000134438,RAX,RAX,homo_sapiens,20,3,15,2,20
529,ENSMUSG00000024518,RAX,Rax,mus_musculus,16,1,13,2,16
529,ENSXETG00000021154,RAX,rax,xenopus_tropicalis,16,1,13,2,16
529,WBGene00000433,RAX,ceh-8,caenorhabditis_elegans,5,1,3,1,5
530,ENSG00000134532,SOX5,SOX5,homo_sapiens,21,10,4,7,21
530,ENSMUSG00000041540,SOX5,Sox5,mus_musculus,16,7,4,5,16
530,ENSXETG00000026458,SOX5,sox5,xenopus_tropicalis,5,1,3,1,5
530,FBgn0039938,SOX5,Sox102F,drosophila_melanogaster,9,4,1,4,9
530,WBGene00001182,SOX5,egl-13,caenorhabditis_elegans,14,6,2,6,14
534,ENSG00000134954,ETS1,ETS1,homo_sapiens,28,6,13,9,28
534,ENSMUSG00000032035,ETS1,Ets1,mus_musculus,23,4,13,6,23
534,ENSXETG00000022781,ETS1,ets1,xenopus_tropicalis,14,1,12,1,14
534,WBGene00016600,ETS1,ets-5,caenorhabditis_elegans,6,2,2,2,6
536,ENSG00000135111,TBX3,TBX3,homo_sapiens,19,3,13,3,19
536,ENSMUSG00000018604,TBX3,Tbx3,mus_musculus,19,3,13,3,19
536,ENSXETG00000006579,TBX3,tbx3,xenopus_tropicalis,16,2,12,2,16
536,FBgn0000179,TBX3,bi,drosophila_melanogaster,22,7,8,7,22
536,WBGene00006543,TBX3,tbx-2,caenorhabditis_elegans,6,1,4,1,6
538,ENSG00000135373,EHF,EHF,homo_sapiens,37,10,12,15,37
538,ENSMUSG00000012350,EHF,Ehf,mus_musculus,26,6,11,9,26
538,ENSXETG00000007559,EHF,ehf,xenopus_tropicalis,12,1,10,1,12
538,WBGene00006462,EHF,tag-97,caenorhabditis_elegans,14,2,8,4,14
539,ENSG00000135374,ELF5,ELF5,homo_sapiens,24,5,12,7,24
539,ENSMUSG00000027186,ELF5,Elf5,mus_musculus,22,4,11,7,22
539,ENSXETG00000007560,ELF5,elf5,xenopus_tropicalis,12,1,10,1,12
539,WBGene00006462,ELF5,tag-97,caenorhabditis_elegans,14,2,8,4,14
542,ENSG00000135625,EGR4,EGR4,homo_sapiens,13,2,5,6,13
542,ENSMUSG00000071341,EGR4,Egr4,mus_musculus,9,1,5,3,9
542,ENSXETG00000011775,EGR4,egr4,xenopus_tropicalis,9,1,5,3,9
542,WBGene00043705,EGR4,egrh-2,caenorhabditis_elegans,21,4,5,12,21
543,ENSG00000135638,EMX1,EMX1,homo_sapiens,12,3,7,2,12
543,ENSMUSG00000033726,EMX1,Emx1,mus_musculus,9,1,7,1,9
543,ENSXETG00000017958,EMX1,emx1.2,xenopus_tropicalis,8,1,6,1,8
543,FBgn0000576,EMX1,ems,drosophila_melanogaster,8,1,6,1,8
543,WBGene00000429,EMX1,ceh-2,caenorhabditis_elegans,9,1,7,1,9
546,ENSG00000135903,PAX3,PAX3,homo_sapiens,31,8,9,14,31
546,ENSMUSG00000004872,PAX3,Pax3,mus_musculus,15,2,9,4,15
546,ENSXETG00000007640,PAX3,pax3,xenopus_tropicalis,14,2,9,3,14
546,FBgn0001148,PAX3,gsb,drosophila_melanogaster,13,1,10,2,13
546,WBGene00003939,PAX3,pax-3,caenorhabditis_elegans,10,1,7,2,10
547,ENSG00000136169,SETDB2,SETDB2,homo_sapiens,29,4,13,12,29
547,ENSMUSG00000071350,SETDB2,Setdb2,mus_musculus,22,3,13,6,22
547,ENSXETG00000015666,SETDB2,setdb2,xenopus_tropicalis,19,2,11,6,19
547,WBGene00019883,SETDB2,met-2,caenorhabditis_elegans,11,1,6,4,11
548,ENSG00000136327,NKX2-8,NKX2-8,homo_sapiens,23,1,21,1,23
548,ENSMUSG00000058669,NKX2-8,Nkx2-9,mus_musculus,24,1,22,1,24
548,ENSXETG00000002908,NKX2-8,nkx2-8,xenopus_tropicalis,25,1,23,1,25
548,WBGene00000445,NKX2-8,ceh-22,caenorhabditis_elegans,15,3,9,3,15
550,ENSG00000136367,ZFHX2,ZFHX2,homo_sapiens,15,4,3,8,15
550,ENSMUSG00000040721,ZFHX2,Zfhx2,mus_musculus,12,1,3,8,12
550,ENSXETG00000022562,ZFHX2,zfhx2,xenopus_tropicalis,11,1,3,7,11
550,FBgn0004607,ZFHX2,zfh2,drosophila_melanogaster,33,3,1,29,33
550,WBGene00022518,ZFHX2,zfh-2,caenorhabditis_elegans,40,6,1,41,40
553,ENSG00000136535,TBR1,TBR1,homo_sapiens,10,3,4,3,10
553,ENSMUSG00000035033,TBR1,Tbr1,mus_musculus,8,2,4,2,8
553,ENSXETG00000016201,TBR1,tbr1,xenopus_tropicalis,5,1,3,1,5
553,WBGene00006554,TBR1,tbx-35,caenorhabditis_elegans,14,1,12,1,14
556,ENSG00000136770,DNAJC1,DNAJC1,homo_sapiens,6,1,2,3,6
556,ENSMUSG00000026740,DNAJC1,Dnajc1,mus_musculus,15,4,2,9,15
556,ENSXETG00000007390,DNAJC1,dnajc1,xenopus_tropicalis,5,1,2,2,5
556,FBgn0030990,DNAJC1,CG7556,drosophila_melanogaster,10,2,2,6,10
556,WBGene00018836,DNAJC1,F54F2.9,caenorhabditis_elegans,7,1,2,4,7
557,ENSG00000136826,KLF4,KLF4,homo_sapiens,22,4,12,6,22
557,ENSMUSG00000003032,KLF4,Klf4,mus_musculus,19,3,13,3,19
557,ENSXETG00000005739,KLF4,klf4,xenopus_tropicalis,15,1,11,3,15
557,WBGene00018990,KLF4,klf-1,caenorhabditis_elegans,11,2,3,6,11
560,ENSG00000136931,NR5A1,NR5A1,homo_sapiens,19,4,12,3,19
560,ENSMUSG00000026751,NR5A1,Nr5a1,mus_musculus,16,2,12,2,16
560,ENSXETG00000011456,NR5A1,nr5a1,xenopus_tropicalis,15,1,13,1,15
560,FBgn0001078,NR5A1,ftz-f1,drosophila_melanogaster,8,4,4,4,8
560,WBGene00003623,NR5A1,nhr-25,caenorhabditis_elegans,7,4,2,1,7
561,ENSG00000136944,LMX1B,LMX1B,homo_sapiens,28,4,12,12,28
561,ENSMUSG00000038765,LMX1B,Lmx1b,mus_musculus,20,2,12,6,20
561,ENSXETG00000000742,LMX1B,lmx1b.1,xenopus_tropicalis,15,1,13,2,15
561,FBgn0052105,LMX1B,CG32105,drosophila_melanogaster,15,2,7,6,15
561,WBGene00002988,LMX1B,lim-6,caenorhabditis_elegans,15,2,7,6,15
563,ENSG00000137090,DMRT1,DMRT1,homo_sapiens,9,2,6,1,9
563,ENSMUSG00000024837,DMRT1,Dmrt1,mus_musculus,10,2,6,2,10
563,ENSXETG00000002277,DMRT1,kank1,xenopus_tropicalis,7,1,5,1,7
563,WBGene00017326,DMRT1,dmd-5,caenorhabditis_elegans,8,1,6,1,8
566,ENSG00000137203,TFAP2A,TFAP2A,homo_sapiens,14,9,5,0,14
566,ENSMUSG00000021359,TFAP2A,Tfap2a,mus_musculus,7,2,5,0,7
566,ENSXETG00000001074,TFAP2A,tfap2a,xenopus_tropicalis,5,3,5,0,5
566,FBgn0261953,TFAP2A,TfAP-2,drosophila_melanogaster,7,6,1,0,7
566,WBGene00019424,TFAP2A,aptf-1,caenorhabditis_elegans,5,1,4,0,5
569,ENSG00000137273,FOXF2,FOXF2,homo_sapiens,16,1,14,1,16
569,ENSMUSG00000038402,FOXF2,Foxf2,mus_musculus,18,1,16,1,18
569,ENSXETG00000000589,FOXF2,foxf2,xenopus_tropicalis,16,1,14,1,16
569,FBgn0045759,FOXF2,bin,drosophila_melanogaster,8,1,6,1,8
569,WBGene00002601,FOXF2,let-381,caenorhabditis_elegans,7,1,5,1,7
574,ENSG00000137709,POU2F3,POU2F3,homo_sapiens,24,3,16,5,24
574,ENSMUSG00000032015,POU2F3,Pou2f3,mus_musculus,21,2,15,4,21
574,ENSXETG00000015251,POU2F3,pou2f3,xenopus_tropicalis,20,1,16,3,20
574,FBgn0004394,POU2F3,pdm2,drosophila_melanogaster,15,4,5,8,15
574,WBGene00000441,POU2F3,ceh-18,caenorhabditis_elegans,11,3,3,5,11
576,ENSG00000138073,PREB,PREB,homo_sapiens,9,4,1,4,9
576,ENSMUSG00000045302,PREB,Preb,mus_musculus,11,4,1,6,11
576,FBgn0031779,PREB,CG9175,drosophila_melanogaster,9,2,1,6,9
576,WBGene00010496,PREB,sec-12,caenorhabditis_elegans,7,2,1,4,7
577,ENSG00000138083,SIX3,SIX3,homo_sapiens,8,1,6,1,8
577,ENSMUSG00000038805,SIX3,Six3,mus_musculus,12,3,6,3,12
577,ENSXETG00000002758,SIX3,six3,xenopus_tropicalis,7,1,5,1,7
577,FBgn0025360,SIX3,Optix,drosophila_melanogaster,8,3,3,2,8
577,WBGene00000453,SIX3,ceh-32,caenorhabditis_elegans,6,1,4,1,6
579,ENSG00000138378,STAT4,STAT4,homo_sapiens,16,6,7,3,16
579,ENSMUSG00000062939,STAT4,Stat4,mus_musculus,11,2,7,2,11
579,ENSXETG00000004662,STAT4,stat4,xenopus_tropicalis,8,1,6,1,8
579,FBgn0016917,STAT4,Stat92E,drosophila_melanogaster,23,11,1,11,23
579,WBGene00013111,STAT4,sta-1,caenorhabditis_elegans,4,3,1,0,4
582,ENSG00000138795,LEF1,LEF1,homo_sapiens,14,6,4,4,14
582,ENSMUSG00000027985,LEF1,Lef1,mus_musculus,12,4,4,4,12
582,ENSXETG00000021102,LEF1,lef1,xenopus_tropicalis,6,1,4,1,6
582,FBgn0085432,LEF1,pan,drosophila_melanogaster,19,9,1,9,19
582,WBGene00004077,LEF1,pop-1,caenorhabditis_elegans,3,1,1,1,3
588,ENSG00000139613,SMARCC2,SMARCC2,homo_sapiens,14,4,2,8,14
588,ENSMUSG00000025369,SMARCC2,Smarcc2,mus_musculus,8,0,2,6,8
588,ENSXETG00000009486,SMARCC2,smarcc2,xenopus_tropicalis,9,2,2,5,9
588,FBgn0002783,SMARCC2,mor,drosophila_melanogaster,7,2,1,4,7
588,WBGene00004203,SMARCC2,swsn-1,caenorhabditis_elegans,9,4,1,8,9
589,ENSG00000139624,CERS5,CERS5,homo_sapiens,17,6,5,6,17
589,ENSMUSG00000023021,CERS5,Cers5,mus_musculus,16,5,5,6,16
589,ENSXETG00000013344,CERS5,cers5,xenopus_tropicalis,8,1,5,2,8
589,FBgn0040918,CERS5,schlank,drosophila_melanogaster,7,2,1,4,7
589,WBGene00002043,CERS5,hyl-1,caenorhabditis_elegans,11,4,3,4,11
591,ENSG00000139800,ZIC5,ZIC5,homo_sapiens,23,1,18,4,23
591,ENSMUSG00000041703,ZIC5,Zic5,mus_musculus,23,1,18,4,23
591,ENSXETG00000018872,ZIC5,zic5,xenopus_tropicalis,20,1,14,5,20
591,FBgn0003002,ZIC5,opa,drosophila_melanogaster,12,1,0,4,12
591,WBGene00004335,ZIC5,ref-2,caenorhabditis_elegans,18,3,3,12,18
594,ENSG00000140262,TCF12,TCF12,homo_sapiens,26,13,3,10,26
594,ENSMUSG00000032228,TCF12,Tcf12,mus_musculus,21,11,3,7,21
594,ENSXETG00000016563,TCF12,tcf12,xenopus_tropicalis,6,1,3,2,6
594,FBgn0000413,TCF12,da,drosophila_melanogaster,7,3,1,3,7
594,WBGene00001949,TCF12,hlh-2,caenorhabditis_elegans,3,1,1,1,3
596,ENSG00000140382,HMG20A,HMG20A,homo_sapiens,14,8,2,4,14
596,ENSMUSG00000032329,HMG20A,Hmg20a,mus_musculus,4,1,2,1,4
596,ENSXETG00000015269,HMG20A,hmg20a,xenopus_tropicalis,4,1,2,1,4
596,FBgn0026582,HMG20A,Hmg-2,drosophila_melanogaster,3,1,1,1,3
596,WBGene00012209,HMG20A,hmg-20,caenorhabditis_elegans,3,1,1,1,3
598,ENSG00000140836,ZFHX3,ZFHX3,homo_sapiens,30,2,3,25,30
598,ENSMUSG00000038872,ZFHX3,Zfhx3,mus_musculus,18,2,3,13,18
598,ENSXETG00000023509,ZFHX3,zfhx3,xenopus_tropicalis,21,1,3,17,21
598,FBgn0004607,ZFHX3,zfh2,drosophila_melanogaster,33,3,1,29,33
598,WBGene00022518,ZFHX3,zfh-2,caenorhabditis_elegans,40,6,1,41,40
601,ENSG00000141002,TCF25,TCF25,homo_sapiens,12,11,1,0,12
601,ENSMUSG00000001472,TCF25,Tcf25,mus_musculus,3,2,1,0,3
601,ENSXETG00000023414,TCF25,tcf25,xenopus_tropicalis,3,1,1,1,3
601,FBgn0027549,TCF25,CG7927,drosophila_melanogaster,4,3,1,0,4
601,WBGene00010620,TCF25,K07A12.1,caenorhabditis_elegans,2,1,1,0,2
602,ENSG00000141027,NCOR1,NCOR1,homo_sapiens,30,14,5,11,30
602,ENSMUSG00000018501,NCOR1,Ncor1,mus_musculus,34,15,5,14,34
602,ENSXETG00000006720,NCOR1,ncor1,xenopus_tropicalis,10,2,5,3,10
602,FBgn0265523,NCOR1,Smr,drosophila_melanogaster,10,4,2,4,10
602,WBGene00001565,NCOR1,gei-8,caenorhabditis_elegans,9,2,3,4,9
608,ENSG00000141646,SMAD4,SMAD4,homo_sapiens,29,9,8,12,29
608,ENSMUSG00000024515,SMAD4,Smad4,mus_musculus,14,2,8,4,14
608,ENSXETG00000022355,SMAD4,smad4.1,xenopus_tropicalis,18,2,10,6,18
608,FBgn0011655,SMAD4,Med,drosophila_melanogaster,13,3,4,6,13
608,WBGene00004858,SMAD4,sma-4,caenorhabditis_elegans,19,5,6,8,19
609,ENSG00000141905,NFIC,NFIC,homo_sapiens,12,6,4,6,12
609,ENSMUSG00000055053,NFIC,Nfic,mus_musculus,13,5,4,4,13
609,ENSXETG00000008149,NFIC,nfic,xenopus_tropicalis,6,1,4,1,6
609,FBgn0042696,NFIC,NfI,drosophila_melanogaster,5,2,1,2,5
609,WBGene00003592,NFIC,nfi-1,caenorhabditis_elegans,7,3,1,3,7
619,ENSG00000142611,PRDM16,PRDM16,homo_sapiens,51,6,2,54,51
619,ENSMUSG00000039410,PRDM16,Prdm16,mus_musculus,76,7,2,67,76
619,ENSXETG00000012050,PRDM16,PRDM16,xenopus_tropicalis,15,1,2,12,15
619,FBgn0011236,PRDM16,ken,drosophila_melanogaster,6,1,3,3,6
619,WBGene00001207,PRDM16,egl-43,caenorhabditis_elegans,8,2,1,6,8
620,ENSG00000142700,DMRTA2,DMRTA2,homo_sapiens,10,2,6,2,10
620,ENSMUSG00000047143,DMRTA2,Dmrta2,mus_musculus,8,1,6,1,8
620,ENSXETG00000002846,DMRTA2,dmrta2,xenopus_tropicalis,8,1,5,2,8
620,FBgn0039683,DMRTA2,dmrt99B,drosophila_melanogaster,6,1,4,1,6
620,WBGene00007776,DMRTA2,dmd-4,caenorhabditis_elegans,8,1,6,1,8
621,ENSG00000143006,DMRTB1,DMRTB1,homo_sapiens,8,1,6,1,8
621,ENSMUSG00000028610,DMRTB1,Dmrtb1,mus_musculus,9,2,6,1,9
621,FBgn0000504,DMRTB1,dsx,drosophila_melanogaster,16,6,4,6,16
621,WBGene00003100,DMRTB1,mab-3,caenorhabditis_elegans,10,2,6,2,10
622,ENSG00000143032,BARHL2,BARHL2,homo_sapiens,18,1,16,1,18
622,ENSMUSG00000034384,BARHL2,Barhl2,mus_musculus,18,1,16,1,18
622,ENSXETG00000023986,BARHL2,barhl2,xenopus_tropicalis,18,1,16,1,18
622,FBgn0004854,BARHL2,B-H2,drosophila_melanogaster,15,2,11,2,15
622,WBGene00000451,BARHL2,ceh-30,caenorhabditis_elegans,6,1,4,1,6
626,ENSG00000143190,POU2F1,POU2F1,homo_sapiens,34,6,16,12,34
626,ENSMUSG00000026565,POU2F1,Pou2f1,mus_musculus,46,13,15,18,46
626,ENSXETG00000006231,POU2F1,POU2F1,xenopus_tropicalis,20,1,16,3,20
626,FBgn0004394,POU2F1,pdm2,drosophila_melanogaster,15,4,5,8,15
626,WBGene00000441,POU2F1,ceh-18,caenorhabditis_elegans,11,3,3,5,11
629,ENSG00000143355,LHX9,LHX9,homo_sapiens,28,7,12,12,28
629,ENSMUSG00000019230,LHX9,Lhx9,mus_musculus,32,5,12,15,32
629,ENSXETG00000009957,LHX9,lhx9,xenopus_tropicalis,17,1,13,3,17
629,FBgn0000099,LHX9,ap,drosophila_melanogaster,21,4,7,10,21
629,WBGene00006654,LHX9,ttx-3,caenorhabditis_elegans,15,2,7,6,15
630,ENSG00000143365,RORC,RORC,homo_sapiens,12,2,8,2,12
630,ENSMUSG00000028150,RORC,Rorc,mus_musculus,14,3,8,3,14
630,ENSXETG00000002131,RORC,rorc,xenopus_tropicalis,11,1,10,0,11
630,FBgn0000448,RORC,Hr46,drosophila_melanogaster,21,7,8,6,21
630,WBGene00003622,RORC,nhr-23,caenorhabditis_elegans,21,6,10,5,21
632,ENSG00000143379,SETDB1,SETDB1,homo_sapiens,36,9,13,14,36
632,ENSMUSG00000015697,SETDB1,Setdb1,mus_musculus,26,3,13,10,26
632,ENSXETG00000008936,SETDB1,setdb1,xenopus_tropicalis,16,1,11,4,16
632,FBgn0086908,SETDB1,egg,drosophila_melanogaster,12,1,7,4,12
632,WBGene00019883,SETDB1,met-2,caenorhabditis_elegans,11,1,6,4,11
634,ENSG00000143437,ARNT,ARNT,homo_sapiens,29,4,13,12,29
634,ENSMUSG00000015522,ARNT,Arnt,mus_musculus,32,6,13,13,32
634,ENSXETG00000008942,ARNT,arnt,xenopus_tropicalis,21,2,11,8,21
634,FBgn0264075,ARNT,tgo,drosophila_melanogaster,14,2,6,6,14
634,WBGene00000095,ARNT,aha-1,caenorhabditis_elegans,11,2,3,3,11
635,ENSG00000143578,CREB3L4,CREB3L4,homo_sapiens,16,7,5,4,16
635,ENSMUSG00000027938,CREB3L4,Creb3l4,mus_musculus,9,2,5,2,9
635,ENSXETG00000002133,CREB3L4,creb3l4,xenopus_tropicalis,8,2,4,2,8
635,WBGene00002783,CREB3L4,let-607,caenorhabditis_elegans,6,2,2,2,6
636,ENSG00000143614,GATAD2B,GATAD2B,homo_sapiens,12,6,2,4,12
636,ENSMUSG00000042390,GATAD2B,Gatad2b,mus_musculus,12,5,2,5,12
636,ENSXETG00000019921,GATAD2B,gatad2b,xenopus_tropicalis,4,1,2,1,4
636,FBgn0010762,GATAD2B,simj,drosophila_melanogaster,6,5,1,0,6
636,WBGene00000938,GATAD2B,dcp-66,caenorhabditis_elegans,3,2,1,0,3
