id,gene,isoforms,paralogues,motifs,complexity,name,species
,FBgn0043364,3,4,9,16,cbt,drosophila_melanogaster
,WBGene00012735,1,2,3,6,sptf-3,caenorhabditis_elegans
356,ENSG00000119508,4,14,4,22,NR4A3,homo_sapiens
,ENSMUSG00000028341,2,15,2,19,Nr4a3,mus_musculus
,ENSXETG00000024016,1,14,1,16,nr4a2,xenopus_tropicalis
,FBgn0014859,2,2,2,6,Hr38,drosophila_melanogaster
,WBGene00003605,3,1,3,7,nhr-6,caenorhabditis_elegans
357,ENSG00000119547,1,5,2,8,ONECUT2,homo_sapiens
,ENSMUSG00000045991,2,5,4,11,Onecut2,mus_musculus
,ENSXETG00000031047,1,6,1,8,ONECUT2,xenopus_tropicalis
,FBgn0028996,2,2,4,8,onecut,drosophila_melanogaster
,WBGene00000444,1,6,2,9,ceh-21,caenorhabditis_elegans
,WBGene00000459,2,6,4,12,ceh-38,caenorhabditis_elegans
,WBGene00000460,1,6,2,9,ceh-39,caenorhabditis_elegans
,WBGene00015934,1,6,2,9,ceh-48,caenorhabditis_elegans
358,ENSG00000119574,5,12,16,33,ZBTB45,homo_sapiens
,ENSMUSG00000049600,2,12,10,24,Zbtb45,mus_musculus
,ENSXETG00000021232,1,12,2,15,zbtb45,xenopus_tropicalis
359,ENSG00000119608,3,2,0,5,PROX2,homo_sapiens
,ENSMUSG00000042320,2,2,0,4,Prox2,mus_musculus
,FBgn0004595,6,1,0,7,pros,drosophila_melanogaster
,WBGene00000448,1,1,0,2,pros-1,caenorhabditis_elegans
360,ENSG00000119614,1,3,3,7,VSX2,homo_sapiens
,ENSMUSG00000021239,2,3,6,11,Vsx2,mus_musculus
,ENSXETG00000013302,1,3,2,6,vsx2,xenopus_tropicalis
361,ENSG00000119715,4,12,4,20,ESRRB,homo_sapiens
,ENSMUSG00000021255,5,12,5,22,Esrrb,mus_musculus
,FBgn0035849,2,4,2,8,ERR,drosophila_melanogaster
362,ENSG00000119725,16,18,34,68,ZNF410,homo_sapiens
,ENSMUSG00000042472,1,18,5,24,Zfp410,mus_musculus
,ENSXETG00000002861,1,14,5,20,znf410,xenopus_tropicalis
363,ENSG00000119866,7,3,17,27,BCL11A,homo_sapiens
,ENSMUSG00000000861,4,3,11,18,Bcl11a,mus_musculus
,ENSXETG00000002206,2,2,15,19,bcl11a,xenopus_tropicalis
,FBgn0029939,4,1,20,25,CG9650,drosophila_melanogaster
,WBGene00017430,3,1,9,13,F13H6.1,caenorhabditis_elegans
364,ENSG00000119919,2,21,2,25,NKX2-3,homo_sapiens
,ENSMUSG00000044220,1,22,1,24,Nkx2-3,mus_musculus
,ENSXETG00000018430,1,23,1,25,nkx2-3,xenopus_tropicalis
365,ENSG00000119950,7,4,7,18,MXI1,homo_sapiens
,ENSMUSG00000025025,3,4,3,10,Mxi1,mus_musculus
,ENSXETG00000018714,1,4,1,6,mxi1,xenopus_tropicalis
,WBGene00003163,1,1,1,3,mdl-1,caenorhabditis_elegans
366,ENSG00000120068,3,16,3,22,HOXB8,homo_sapiens
,ENSMUSG00000056648,3,15,3,21,Hoxb8,mus_musculus
,ENSXETG00000021993,1,14,1,16,hoxb8,xenopus_tropicalis
,FBgn0000014,4,6,4,14,abd-A,drosophila_melanogaster
,FBgn0003944,6,6,6,18,Ubx,drosophila_melanogaster
367,ENSG00000120075,1,16,1,18,HOXB5,homo_sapiens
,ENSMUSG00000038700,1,15,1,17,Hoxb5,mus_musculus
,ENSXETG00000021978,1,14,1,16,hoxb5,xenopus_tropicalis
,WBGene00003024,2,1,2,5,lin-39,caenorhabditis_elegans
368,ENSG00000120093,10,20,8,38,HOXB3,homo_sapiens
,ENSMUSG00000048763,3,20,2,22,Hoxb3,mus_musculus
,FBgn0004053,1,11,1,12,zen,drosophila_melanogaster
369,ENSG00000120094,2,20,1,23,HOXB1,homo_sapiens
,ENSMUSG00000018973,1,20,1,22,Hoxb1,mus_musculus
,ENSXETG00000000715,1,22,2,25,hoxa1,xenopus_tropicalis
,ENSXETG00000001801,1,22,1,24,hoxd1,xenopus_tropicalis
,ENSXETG00000021964,1,22,1,24,hoxb1,xenopus_tropicalis
,FBgn0002522,2,11,2,15,lab,drosophila_melanogaster
,WBGene00000437,1,6,1,8,ceh-13,caenorhabditis_elegans
370,ENSG00000120149,2,21,1,24,MSX2,homo_sapiens
,ENSMUSG00000021469,1,22,1,24,Msx2,mus_musculus
,ENSXETG00000009168,1,23,1,25,msx2,xenopus_tropicalis
,ENSXETG00000016052,1,23,1,25,msx1,xenopus_tropicalis
371,ENSG00000120669,2,0,1,5,SOHLH2,homo_sapiens
,ENSMUSG00000027794,1,1,1,3,Sohlh2,mus_musculus
372,ENSG00000120690,5,12,4,21,ELF1,homo_sapiens
,ENSMUSG00000036461,2,11,2,15,Elf1,mus_musculus
,ENSXETG00000018893,1,10,1,12,elf1,xenopus_tropicalis
,FBgn0000567,5,3,5,13,Eip74EF,drosophila_melanogaster
,WBGene00016029,4,8,4,16,elf-1,caenorhabditis_elegans
373,ENSG00000120693,3,8,6,17,SMAD9,homo_sapiens
,ENSMUSG00000027796,1,8,2,11,Smad9,mus_musculus
,ENSXETG00000001820,1,10,2,13,smad9,xenopus_tropicalis
,ENSXETG00000023689,2,10,4,16,0,xenopus_tropicalis
,FBgn0011648,2,4,4,10,Mad,drosophila_melanogaster
,WBGene00004856,1,0,2,3,sma-2,caenorhabditis_elegans
374,ENSG00000120738,1,5,3,9,EGR1,homo_sapiens
,ENSMUSG00000038418,2,5,6,13,Egr1,mus_musculus
,ENSXETG00000006697,2,5,9,16,egr1,xenopus_tropicalis
,FBgn0003499,5,2,12,19,sr,drosophila_melanogaster
,WBGene00007772,1,5,3,9,egrh-1,caenorhabditis_elegans
,WBGene00043705,4,5,12,21,egrh-2,caenorhabditis_elegans
,WBGene00044651,2,5,3,10,egrh-3,caenorhabditis_elegans
375,ENSG00000120784,8,22,45,75,ZFP30,homo_sapiens
,ENSMUSG00000047473,2,11,27,40,Zfp30,mus_musculus
376,ENSG00000120798,6,12,4,22,NR2C1,homo_sapiens
,ENSMUSG00000005897,3,12,3,18,Nr2c1,mus_musculus
,ENSXETG00000023840,1,14,1,16,nr2c1,xenopus_tropicalis
,FBgn0015239,6,6,6,18,Hr78,drosophila_melanogaster
,WBGene00022423,7,4,6,18,nhr-41,caenorhabditis_elegans
377,ENSG00000120837,3,2,0,5,NFYB,homo_sapiens
,ENSMUSG00000020248,2,2,0,4,Nfyb,mus_musculus
,ENSXETG00000019656,1,1,0,2,nfyb,xenopus_tropicalis
,FBgn0032816,2,2,0,4,Nf-YB,drosophila_melanogaster
,WBGene00021132,1,1,0,2,nfyb-1,caenorhabditis_elegans
378,ENSG00000121068,1,13,1,15,TBX2,homo_sapiens
,ENSMUSG00000000093,1,13,1,15,Tbx2,mus_musculus
,ENSXETG00000020557,1,12,1,14,tbx2,xenopus_tropicalis
,FBgn0000179,7,8,7,22,bi,drosophila_melanogaster
,WBGene00006543,1,4,1,6,tbx-2,caenorhabditis_elegans
379,ENSG00000121075,3,13,3,19,TBX4,homo_sapiens
,ENSMUSG00000000094,3,13,3,19,Tbx4,mus_musculus
,ENSXETG00000010718,1,12,1,14,tbx4,xenopus_tropicalis
380,ENSG00000121297,2,3,3,8,TSHZ3,homo_sapiens
,ENSMUSG00000021217,1,3,3,7,Tshz3,mus_musculus
,ENSXETG00000016288,1,2,3,6,tshz3,xenopus_tropicalis
381,ENSG00000121406,4,34,33,71,ZNF549,homo_sapiens
382,ENSG00000121413,11,7,12,33,ZSCAN18,homo_sapiens
,ENSMUSG00000070822,1,5,2,8,Zscan18,mus_musculus
383,ENSG00000121417,7,34,89,130,ZNF211,homo_sapiens
384,ENSG00000121454,1,12,3,16,LHX4,homo_sapiens
,ENSMUSG00000026468,2,12,5,19,Lhx4,mus_musculus
,ENSXETG00000034077,1,13,3,17,LHX4,xenopus_tropicalis
,FBgn0002023,7,7,21,35,Lim3,drosophila_melanogaster
,WBGene00000438,1,7,3,11,ceh-14,caenorhabditis_elegans
385,ENSG00000121864,8,4,21,33,ZNF639,homo_sapiens
,ENSMUSG00000027667,6,5,15,26,Zfp639,mus_musculus
,ENSXETG00000007256,2,3,10,15,znf639,xenopus_tropicalis
,FBgn0259785,2,1,10,13,pzg,drosophila_melanogaster
386,ENSG00000121903,2,4,12,18,ZSCAN20,homo_sapiens
,ENSMUSG00000061894,3,3,11,17,Zscan20,mus_musculus
387,ENSG00000122034,2,4,16,22,GTF3A,homo_sapiens
,ENSMUSG00000016503,2,3,16,21,Gtf3a,mus_musculus
,ENSXETG00000032930,1,3,7,11,GTF3A,xenopus_tropicalis
,FBgn0030787,1,1,7,9,CG9609,drosophila_melanogaster
388,ENSG00000122145,2,13,2,17,TBX22,homo_sapiens
,ENSMUSG00000031241,4,13,4,21,Tbx22,mus_musculus
,ENSXETG00000006730,1,12,1,14,tbx22,xenopus_tropicalis
389,ENSG00000122180,1,4,1,6,MYOG,homo_sapiens
,ENSMUSG00000026459,1,4,1,6,Myog,mus_musculus
,ENSXETG00000001704,1,4,2,7,myog,xenopus_tropicalis
,FBgn0002922,2,1,2,5,nau,drosophila_melanogaster
,WBGene00001948,3,1,3,7,hlh-1,caenorhabditis_elegans
390,ENSG00000122386,6,2,31,39,ZNF205,homo_sapiens
,ENSMUSG00000062012,2,2,18,22,Zfp13,mus_musculus
391,ENSG00000122515,7,6,6,19,ZMIZ2,homo_sapiens
,ENSMUSG00000041164,5,6,5,16,Zmiz2,mus_musculus
,ENSXETG00000018991,1,6,2,9,zmiz2,xenopus_tropicalis
,FBgn0026160,3,2,3,8,tna,drosophila_melanogaster
392,ENSG00000122592,2,16,1,19,HOXA7,homo_sapiens
,ENSMUSG00000038236,4,15,1,20,Hoxa7,mus_musculus
,ENSXETG00000000722,1,14,1,16,hoxa7,xenopus_tropicalis
,FBgn0260642,11,6,10,26,Antp,drosophila_melanogaster
393,ENSG00000122691,1,11,1,13,TWIST1,homo_sapiens
,ENSMUSG00000035799,1,11,1,13,Twist1,mus_musculus
,ENSXETG00000010663,1,11,1,13,twist2,xenopus_tropicalis
,FBgn0003900,3,5,3,11,twi,drosophila_melanogaster
,WBGene00001953,1,2,1,4,hlh-8,caenorhabditis_elegans
394,ENSG00000122859,1,10,1,12,NEUROG3,homo_sapiens
,ENSMUSG00000044312,1,10,1,12,Neurog3,mus_musculus
,ENSXETG00000026423,1,9,1,11,neurog3,xenopus_tropicalis
,FBgn0015550,1,5,1,7,tap,drosophila_melanogaster
,WBGene00003595,1,3,1,5,ngn-1,caenorhabditis_elegans
395,ENSG00000122877,3,5,9,17,EGR2,homo_sapiens
,ENSMUSG00000037868,7,5,9,21,Egr2,mus_musculus
,ENSXETG00000014066,1,5,4,10,egr2,xenopus_tropicalis
,FBgn0003499,5,2,12,19,sr,drosophila_melanogaster
,WBGene00007772,1,5,3,9,egrh-1,caenorhabditis_elegans
,WBGene00043705,4,5,12,21,egrh-2,caenorhabditis_elegans
,WBGene00044651,2,5,3,10,egrh-3,caenorhabditis_elegans
396,ENSG00000123095,1,2,2,5,BHLHE41,homo_sapiens
,ENSMUSG00000030256,2,2,3,7,Bhlhe41,mus_musculus
,ENSXETG00000023482,2,2,4,8,bhlhe41,xenopus_tropicalis
397,ENSG00000123268,3,3,4,10,ATF1,homo_sapiens
,ENSMUSG00000023027,6,3,4,13,Atf1,mus_musculus
,ENSXETG00000007299,2,2,4,8,atf1,xenopus_tropicalis
,FBgn0265784,8,1,15,24,CrebB,drosophila_melanogaster
,WBGene00000793,7,1,12,20,crh-1,caenorhabditis_elegans
398,ENSG00000123307,1,10,1,12,NEUROD4,homo_sapiens
,ENSMUSG00000048015,1,10,1,12,Neurod4,mus_musculus
,ENSXETG00000004295,2,9,2,13,neurod4,xenopus_tropicalis
,WBGene00000561,1,3,1,5,cnd-1,caenorhabditis_elegans
399,ENSG00000123358,13,14,8,35,NR4A1,homo_sapiens
,ENSMUSG00000023034,1,15,1,17,Nr4a1,mus_musculus
,ENSXETG00000000579,2,14,2,18,nr4a1,xenopus_tropicalis
,FBgn0014859,2,2,2,6,Hr38,drosophila_melanogaster
,WBGene00003605,3,1,3,7,nhr-6,caenorhabditis_elegans
400,ENSG00000123364,1,17,1,19,HOXC13,homo_sapiens
,ENSMUSG00000001655,1,16,1,18,Hoxc13,mus_musculus
,ENSXETG00000025184,1,14,1,16,hoxc13,xenopus_tropicalis
,FBgn0000015,7,1,7,15,Abd-B,drosophila_melanogaster
401,ENSG00000123388,2,17,1,20,HOXC11,homo_sapiens
,ENSMUSG00000001656,1,16,1,18,Hoxc11,mus_musculus
,ENSXETG00000023471,1,14,1,16,hoxc11,xenopus_tropicalis
,FBgn0000015,7,1,7,15,Abd-B,drosophila_melanogaster
402,ENSG00000123405,5,7,5,17,NFE2,homo_sapiens
,ENSMUSG00000058794,10,7,4,21,Nfe2,mus_musculus
,ENSXETG00000027400,1,7,1,9,nfe2,xenopus_tropicalis
,FBgn0262975,16,1,16,33,cnc,drosophila_melanogaster
403,ENSG00000123407,1,17,1,19,HOXC12,homo_sapiens
,ENSMUSG00000050328,1,16,1,18,Hoxc12,mus_musculus
,ENSXETG00000023470,1,14,1,16,hoxc12,xenopus_tropicalis
,FBgn0000015,7,1,7,15,Abd-B,drosophila_melanogaster
404,ENSG00000123411,5,6,12,19,IKZF4,homo_sapiens
,ENSMUSG00000002578,3,6,12,21,Ikzf4,mus_musculus
,ENSXETG00000009449,1,6,4,11,ikzf4,xenopus_tropicalis
405,ENSG00000123576,1,4,1,6,ESX1,homo_sapiens
,ENSMUSG00000023443,3,5,2,10,Esx1,mus_musculus
406,ENSG00000123636,8,8,11,27,BAZ2B,homo_sapiens
,ENSMUSG00000026987,4,8,9,21,Baz2b,mus_musculus
,ENSXETG00000007584,2,8,10,20,baz2b,xenopus_tropicalis
,FBgn0033636,5,5,21,31,tou,drosophila_melanogaster
,WBGene00001470,1,4,4,9,flt-1,caenorhabditis_elegans
407,ENSG00000123685,1,3,1,5,BATF3,homo_sapiens
,ENSMUSG00000026630,1,3,1,5,Batf3,mus_musculus
408,ENSG00000123933,1,4,1,6,MXD4,homo_sapiens
,ENSMUSG00000037235,2,4,2,8,Mxd4,mus_musculus
,ENSXETG00000020483,1,4,1,6,mxd4,xenopus_tropicalis
,WBGene00003163,1,1,1,3,mdl-1,caenorhabditis_elegans
409,ENSG00000124092,16,5,146,167,CTCFL,homo_sapiens
,ENSMUSG00000070495,2,5,22,29,Ctcfl,mus_musculus
,FBgn0035769,1,3,11,15,CTCF,drosophila_melanogaster
,WBGene00009553,1,1,5,7,F39B2.1,caenorhabditis_elegans
410,ENSG00000124191,5,5,4,14,TOX2,homo_sapiens
,ENSMUSG00000074607,5,5,3,13,Tox2,mus_musculus
,ENSXETG00000021435,2,5,1,8,tox2,xenopus_tropicalis
,FBgn0035238,3,6,3,12,CG12104,drosophila_melanogaster
,WBGene00009827,1,4,1,6,hmg-6,caenorhabditis_elegans
411,ENSG00000124203,1,4,2,7,ZNF831,homo_sapiens
,ENSMUSG00000050600,1,4,2,7,Zfp831,mus_musculus
,FBgn0003396,6,1,42,49,shn,drosophila_melanogaster
,WBGene00004862,14,1,51,71,sma-9,caenorhabditis_elegans
412,ENSG00000124216,1,5,4,10,SNAI1,homo_sapiens
,ENSMUSG00000042821,1,5,4,10,Snai1,mus_musculus
,FBgn0001981,1,7,5,13,esg,drosophila_melanogaster
,FBgn0001983,1,7,6,14,wor,drosophila_melanogaster
,FBgn0003448,1,7,5,13,sna,drosophila_melanogaster
413,ENSG00000124232,4,2,0,6,RBPJL,homo_sapiens
,ENSMUSG00000017007,1,2,0,3,Rbpjl,mus_musculus
,WBGene00002245,4,1,0,5,lag-1,caenorhabditis_elegans
414,ENSG00000124440,6,13,10,29,HIF3A,homo_sapiens
,ENSMUSG00000004328,4,13,8,25,Hif3a,mus_musculus
,FBgn0266411,4,6,9,19,sima,drosophila_melanogaster
415,ENSG00000124444,6,1,18,19,ZNF576,homo_sapiens
416,ENSG00000124459,4,22,57,79,ZNF45,homo_sapiens
,ENSMUSG00000074282,2,11,24,37,Zfp94,mus_musculus
,FBgn0030005,1,1,6,8,CG2120,drosophila_melanogaster
417,ENSG00000124496,5,3,24,32,TRERF1,homo_sapiens
,ENSXETG00000000198,1,2,5,8,trerf1,xenopus_tropicalis
,FBgn0037698,5,1,37,43,CG16779,drosophila_melanogaster
,WBGene00010012,4,1,12,17,saeg-1,caenorhabditis_elegans
418,ENSG00000124613,2,9,10,21,ZNF391,homo_sapiens
,ENSXETG00000011203,1,4,9,14,0,xenopus_tropicalis
,ENSXETG00000032038,1,4,9,14,0,xenopus_tropicalis
,FBgn0000286,5,3,26,34,Cf2,drosophila_melanogaster
,FBgn0004618,3,3,14,20,gl,drosophila_melanogaster
,FBgn0005694,4,3,16,23,Aef1,drosophila_melanogaster
,WBGene00000483,2,1,8,11,che-1,caenorhabditis_elegans
419,ENSG00000124664,2,12,4,18,SPDEF,homo_sapiens
,ENSMUSG00000024215,4,11,6,21,Spdef,mus_musculus
,ENSXETG00000034149,1,10,1,12,spdef,xenopus_tropicalis
,FBgn0005659,2,3,4,9,Ets98B,drosophila_melanogaster
,WBGene00017687,2,8,4,14,ets-4,caenorhabditis_elegans
420,ENSG00000124766,1,17,1,19,SOX4,homo_sapiens
,ENSMUSG00000076431,1,16,1,2,Sox4,mus_musculus
,ENSXETG00000024011,1,14,1,16,sox12,xenopus_tropicalis
,FBgn0005612,3,7,3,13,Sox14,drosophila_melanogaster
,WBGene00004771,2,3,2,7,sem-2,caenorhabditis_elegans
421,ENSG00000124782,9,5,74,88,RREB1,homo_sapiens
,ENSMUSG00000039087,9,5,65,79,Rreb1,mus_musculus
,ENSXETG00000015435,1,4,14,19,rreb1,xenopus_tropicalis
,FBgn0003053,2,3,20,22,peb,drosophila_melanogaster
,WBGene00009553,1,1,5,7,F39B2.1,caenorhabditis_elegans
422,ENSG00000124813,7,3,7,17,RUNX2,homo_sapiens
,ENSMUSG00000039153,9,3,9,21,Runx2,mus_musculus
,ENSXETG00000001397,2,3,2,7,runx2,xenopus_tropicalis
,FBgn0002576,2,4,2,8,lz,drosophila_melanogaster
,FBgn0003300,3,4,3,10,run,drosophila_melanogaster
,FBgn0083981,3,4,3,10,RunxA,drosophila_melanogaster
,FBgn0259162,1,4,1,6,RunxB,drosophila_melanogaster
,WBGene00004393,1,1,1,3,rnt-1,caenorhabditis_elegans
423,ENSG00000124827,1,2,1,4,GCM2,homo_sapiens
,ENSMUSG00000021362,1,2,1,4,Gcm2,mus_musculus
,ENSXETG00000001068,1,2,1,4,gcm2,xenopus_tropicalis
,FBgn0014179,2,2,2,6,gcm,drosophila_melanogaster
,FBgn0019809,1,2,1,4,gcm2,drosophila_melanogaster
424,ENSG00000124920,3,2,5,10,MYRF,homo_sapiens
,ENSMUSG00000036098,4,2,7,13,Myrf,mus_musculus
,ENSXETG00000006702,1,2,0,3,myrf,xenopus_tropicalis
,FBgn0034985,3,1,3,7,CG3328,drosophila_melanogaster
,WBGene00004134,1,2,1,4,pqn-47,caenorhabditis_elegans
,WBGene00008999,7,2,7,16,F21A10.2,caenorhabditis_elegans
425,ENSG00000125285,1,17,1,19,SOX21,homo_sapiens
,ENSMUSG00000061517,1,16,1,18,Sox21,mus_musculus
,ENSXETG00000010955,1,14,2,17,sox21,xenopus_tropicalis
,FBgn0000411,4,7,4,15,D,drosophila_melanogaster
,WBGene00004950,1,3,1,5,sox-3,caenorhabditis_elegans
426,ENSG00000125347,6,9,6,21,IRF1,homo_sapiens
,ENSMUSG00000018899,7,9,4,22,Irf1,mus_musculus
,ENSXETG00000016586,1,12,0,13,irf1,xenopus_tropicalis
427,ENSG00000125398,1,17,1,19,SOX9,homo_sapiens
,ENSMUSG00000000567,1,16,1,18,Sox9,mus_musculus
,ENSXETG00000022348,1,14,2,15,sox9,xenopus_tropicalis
,FBgn0024288,1,7,1,9,Sox100B,drosophila_melanogaster
428,ENSG00000125482,2,2,4,8,TTF1,homo_sapiens
,ENSMUSG00000026803,1,3,2,6,Ttf1,mus_musculus
429,ENSG00000125492,2,16,2,20,BARHL1,homo_sapiens
,ENSMUSG00000026805,3,16,3,22,Barhl1,mus_musculus
,ENSXETG00000006257,1,16,1,18,barhl1,xenopus_tropicalis
,FBgn0004854,2,11,2,15,B-H2,drosophila_melanogaster
,FBgn0011758,2,11,1,14,B-H1,drosophila_melanogaster
,WBGene00000451,1,4,1,6,ceh-30,caenorhabditis_elegans
,WBGene00000452,1,4,1,6,ceh-31,caenorhabditis_elegans
430,ENSG00000125520,1,3,1,5,SLC2A4RG,homo_sapiens
,FBgn0267336,8,1,0,9,Glut4EF,drosophila_melanogaster
431,ENSG00000125533,2,5,2,9,BHLHE23,homo_sapiens
,ENSMUSG00000045493,1,5,1,7,Bhlhe23,mus_musculus
,ENSXETG00000006104,1,5,1,2,bhlhe23,xenopus_tropicalis
,FBgn0032651,4,1,4,9,Oli,drosophila_melanogaster
,WBGene00001961,1,4,1,6,hlh-17,caenorhabditis_elegans
,WBGene00009540,1,4,1,6,hlh-31,caenorhabditis_elegans
,WBGene00013665,1,4,1,6,hlh-32,caenorhabditis_elegans
432,ENSG00000125618,9,9,5,23,PAX8,homo_sapiens
,ENSMUSG00000026976,5,9,5,19,Pax8,mus_musculus
,ENSXETG00000001272,1,9,1,11,pax8,xenopus_tropicalis
,FBgn0005561,7,10,7,24,sv,drosophila_melanogaster
,WBGene00001204,1,7,1,9,egl-38,caenorhabditis_elegans
,WBGene00003938,2,7,2,11,pax-2,caenorhabditis_elegans
433,ENSG00000125740,11,4,7,21,FOSB,homo_sapiens
,ENSMUSG00000003545,6,4,3,13,Fosb,mus_musculus
,ENSXETG00000018237,1,4,1,6,fosb,xenopus_tropicalis
,FBgn0001297,5,1,5,11,kay,drosophila_melanogaster
434,ENSG00000125798,2,24,2,26,FOXA2,homo_sapiens
,ENSMUSG00000037025,3,19,2,25,Foxa2,mus_musculus
,ENSXETG00000026998,2,19,7,28,foxa2,xenopus_tropicalis
,FBgn0000659,5,6,5,16,fkh,drosophila_melanogaster
,WBGene00004013,3,3,3,9,pha-4,caenorhabditis_elegans
435,ENSG00000125812,3,1,22,26,GZF1,homo_sapiens
,ENSMUSG00000027439,2,1,12,15,Gzf1,mus_musculus
,ENSXETG00000004510,1,1,11,13,gzf1,xenopus_tropicalis
436,ENSG00000125813,3,9,3,15,PAX1,homo_sapiens
,ENSMUSG00000037034,2,9,3,14,Pax1,mus_musculus
,ENSXETG00000023497,1,9,1,11,pax1,xenopus_tropicalis
,FBgn0003129,1,10,1,12,Poxm,drosophila_melanogaster
,WBGene00003937,1,7,1,9,pax-1,caenorhabditis_elegans
437,ENSG00000125816,1,21,1,23,NKX2-4,homo_sapiens
,ENSMUSG00000054160,1,22,1,24,Nkx2-4,mus_musculus
438,ENSG00000125820,1,21,1,23,NKX2-2,homo_sapiens
,ENSMUSG00000027434,2,22,2,26,Nkx2-2,mus_musculus
,ENSXETG00000023499,1,23,1,25,nkx2-2,xenopus_tropicalis
,FBgn0261930,2,9,2,13,vnd,drosophila_melanogaster
439,ENSG00000125846,13,7,144,179,ZNF133,homo_sapiens
440,ENSG00000125850,1,3,4,8,OVOL2,homo_sapiens
,ENSMUSG00000037279,2,3,6,11,Ovol2,mus_musculus
,ENSXETG00000024897,1,3,3,7,ovol2,xenopus_tropicalis
,FBgn0003028,5,1,15,18,ovo,drosophila_melanogaster
,WBGene00003033,1,1,3,5,lin-48,caenorhabditis_elegans
441,ENSG00000125878,2,11,2,15,TCF15,homo_sapiens
,ENSMUSG00000068079,1,11,1,13,Tcf15,mus_musculus
,ENSXETG00000002557,1,11,1,13,tcf15,xenopus_tropicalis
,FBgn0053557,1,5,1,7,CG33557,drosophila_melanogaster
442,ENSG00000125945,2,17,26,45,ZNF436,homo_sapiens
,ENSMUSG00000051351,4,10,16,18,Zfp46,mus_musculus
,ENSXETG00000015106,1,2,14,17,0,xenopus_tropicalis
,ENSXETG00000031460,1,2,15,18,0,xenopus_tropicalis
443,ENSG00000125952,14,1,10,25,MAX,homo_sapiens
,ENSMUSG00000059436,2,1,2,5,Max,mus_musculus
,ENSXETG00000007650,3,1,3,7,max,xenopus_tropicalis
,FBgn0017578,3,1,3,7,Max,drosophila_melanogaster
,WBGene00003509,1,2,1,4,mxl-1,caenorhabditis_elegans
,WBGene00003511,1,2,1,4,mxl-3,caenorhabditis_elegans
444,ENSG00000125968,2,4,2,8,ID1,homo_sapiens
,ENSMUSG00000042745,2,4,2,8,Id1,mus_musculus
,FBgn0000575,1,1,1,3,emc,drosophila_melanogaster
445,ENSG00000126003,1,3,6,10,PLAGL2,homo_sapiens
,ENSMUSG00000051413,2,3,12,17,Plagl2,mus_musculus
,FBgn0261679,1,1,7,9,CG42726,drosophila_melanogaster
446,ENSG00000126012,5,5,20,26,KDM5C,homo_sapiens
,ENSMUSG00000025332,5,5,12,22,Kdm5c,mus_musculus
,ENSXETG00000007178,1,5,4,10,kdm5c,xenopus_tropicalis
,WBGene00004319,2,1,8,11,rbr-2,caenorhabditis_elegans
447,ENSG00000126351,9,14,6,28,THRA,homo_sapiens
,ENSMUSG00000058756,4,15,3,22,Thra,mus_musculus
,ENSXETG00000024399,1,14,1,16,thra,xenopus_tropicalis
448,ENSG00000126368,1,8,1,10,NR1D1,homo_sapiens
,ENSMUSG00000020889,1,8,1,10,Nr1d1,mus_musculus
,ENSXETG00000024397,2,10,5,17,nr1d1,xenopus_tropicalis
,FBgn0000568,7,8,6,21,Eip75B,drosophila_melanogaster
,WBGene00003629,2,10,1,3,nhr-38,caenorhabditis_elegans
,WBGene00003675,2,10,1,11,nhr-85,caenorhabditis_elegans
449,ENSG00000126456,22,9,12,42,IRF3,homo_sapiens
,ENSMUSG00000003184,7,9,4,20,Irf3,mus_musculus
,ENSXETG00000002863,1,12,0,13,irf3,xenopus_tropicalis
,ENSXETG00000033198,1,12,0,13,0,xenopus_tropicalis
450,ENSG00000126561,7,7,5,19,STAT5A,homo_sapiens
,ENSMUSG00000004043,5,7,3,15,Stat5a,mus_musculus
,ENSXETG00000000836,1,6,2,9,stat5b,xenopus_tropicalis
,FBgn0016917,11,1,11,23,Stat92E,drosophila_melanogaster
,WBGene00013111,3,1,0,4,sta-1,caenorhabditis_elegans
451,ENSG00000126603,2,18,8,10,GLIS2,homo_sapiens
,ENSMUSG00000014303,2,18,4,24,Glis2,mus_musculus
,ENSXETG00000024432,1,14,2,17,glis2,xenopus_tropicalis
,FBgn0033782,2,7,10,19,sug,drosophila_melanogaster
452,ENSG00000126733,6,2,0,8,DACH2,homo_sapiens
,ENSMUSG00000025592,5,2,0,7,Dach2,mus_musculus
,ENSXETG00000015905,2,2,0,4,dach2,xenopus_tropicalis
,FBgn0005677,6,1,0,7,dac,drosophila_melanogaster
,WBGene00000895,2,1,0,3,dac-1,caenorhabditis_elegans
453,ENSG00000126746,12,4,35,51,ZNF384,homo_sapiens
,ENSMUSG00000038346,9,4,56,63,Zfp384,mus_musculus
,ENSXETG00000011532,1,2,7,10,znf384,xenopus_tropicalis
,FBgn0010768,1,4,5,10,sqz,drosophila_melanogaster
,FBgn0267337,4,4,17,31,rn,drosophila_melanogaster
,WBGene00003015,3,1,15,19,lin-29,caenorhabditis_elegans
454,ENSG00000126767,3,12,3,18,ELK1,homo_sapiens
,ENSMUSG00000009406,1,11,1,13,Elk1,mus_musculus
,ENSXETG00000024193,1,10,1,12,elk1,xenopus_tropicalis
455,ENSG00000126778,2,6,1,9,SIX1,homo_sapiens
,ENSMUSG00000051367,1,6,1,8,Six1,mus_musculus
,ENSXETG00000016943,1,5,1,7,six1,xenopus_tropicalis
