index,ensembl_id,human_name,gene_name,species,isoforms,paralogues,motifs,complexity,iso_log2,par_log2,mot_log2,complexity_norm
121,ENSXETG00000007038,MEF2C,mef2c,xenopus_tropicalis,2,3,2,7,1,1.6,1,3.6
121,FBgn0011656,MEF2C,Mef2,drosophila_melanogaster,7,1,7,15,2.8,0,2.8,5.6
121,WBGene00003182,MEF2C,mef-2,caenorhabditis_elegans,1,1,1,3,0,0,0,0
126,ENSG00000083307,GRHL2,GRHL2,homo_sapiens,3,6,0,9,1.6,2.6,0,4.2
126,ENSMUSG00000022286,GRHL2,Grhl2,mus_musculus,4,6,0,10,2,2.6,0,4.6
126,ENSXETG00000006632,GRHL2,grhl2,xenopus_tropicalis,1,6,0,7,0,2.6,0,2.6
126,FBgn0259211,GRHL2,grh,drosophila_melanogaster,8,2,0,10,3,1,0,4
126,WBGene00001707,GRHL2,grh-1,caenorhabditis_elegans,3,1,0,4,1.6,0,0,1.6
135,ENSG00000085274,MYNN,MYNN,homo_sapiens,3,16,26,45,1.6,4,4.7,10.3
135,ENSMUSG00000037730,MYNN,Mynn,mus_musculus,2,15,17,34,1,3.9,4.1,9
135,ENSXETG00000009218,MYNN,mynn,xenopus_tropicalis,2,17,10,29,1,4.1,3.3,8.4
135,WBGene00016154,MYNN,C27A12.2,caenorhabditis_elegans,1,1,5,7,0,0,2.3,2.3
136,ENSG00000085276,MECOM,MECOM,homo_sapiens,17,2,95,114,4.1,1,6.6,11.7
136,ENSMUSG00000027684,MECOM,Mecom,mus_musculus,11,2,83,96,3.5,1,6.4,10.8
136,ENSXETG00000022839,MECOM,mecom,xenopus_tropicalis,1,2,8,11,0,1,3,4
136,FBgn0011236,MECOM,ken,drosophila_melanogaster,1,3,3,6,0,1.6,1.6,3.2
136,WBGene00001207,MECOM,egl-43,caenorhabditis_elegans,2,1,6,8,1,0,2.6,3.6
138,ENSG00000086102,NFX1,NFX1,homo_sapiens,3,2,7,12,1.6,1,2.8,5.4
138,ENSMUSG00000028423,NFX1,Nfx1,mus_musculus,3,2,7,12,1.6,1,2.8,5.4
138,ENSXETG00000014997,NFX1,nfx1,xenopus_tropicalis,1,2,4,7,0,1,2,3
138,FBgn0001978,NFX1,stc,drosophila_melanogaster,4,2,8,14,2,1,3,6
138,WBGene00007048,NFX1,nfx-1,caenorhabditis_elegans,1,1,2,4,0,0,1,1
139,ENSG00000087510,TFAP2C,TFAP2C,homo_sapiens,2,5,0,7,1,2.3,0,3.3
139,ENSMUSG00000028640,TFAP2C,Tfap2c,mus_musculus,3,5,0,8,1.6,2.3,0,3.9
139,ENSXETG00000012025,TFAP2C,tfap2c,xenopus_tropicalis,1,5,0,6,0,2.3,0,2.3
139,FBgn0261953,TFAP2C,TfAP-2,drosophila_melanogaster,6,1,0,7,2.6,0,0,2.6
139,WBGene00019424,TFAP2C,aptf-1,caenorhabditis_elegans,1,4,0,5,0,2,0,2
142,ENSG00000088881,EBF4,EBF4,homo_sapiens,4,4,0,8,2,2,0,4
142,ENSMUSG00000053552,EBF4,Ebf4,mus_musculus,3,4,0,7,1.6,2,0,3.6
142,ENSXETG00000030294,EBF4,EBF4,xenopus_tropicalis,1,4,0,5,0,2,0,2
142,FBgn0001319,EBF4,kn,drosophila_melanogaster,5,1,0,6,2.3,0,0,2.3
142,WBGene00006743,EBF4,unc-3,caenorhabditis_elegans,1,1,0,2,0,0,0,0
143,ENSG00000089116,LHX5,LHX5,homo_sapiens,1,12,3,16,0,3.6,1.6,5.2
143,ENSMUSG00000029595,LHX5,Lhx5,mus_musculus,1,12,3,16,0,3.6,1.6,5.2
143,ENSXETG00000017665,LHX5,lhx5,xenopus_tropicalis,1,13,3,17,0,3.7,1.6,5.3
143,FBgn0026411,LHX5,Lim1,drosophila_melanogaster,2,7,4,13,1,2.8,2,5.8
143,WBGene00003000,LHX5,lin-11,caenorhabditis_elegans,1,7,3,11,0,2.8,1.6,4.4
146,ENSG00000089486,CDIP1,CDIP1,homo_sapiens,12,2,0,14,3.6,1,0,4.6
146,ENSMUSG00000004071,CDIP1,Cdip1,mus_musculus,4,3,0,7,2,1.6,0,3.6
146,ENSXETG00000013161,CDIP1,cdip1,xenopus_tropicalis,1,2,2,5,0,1,1,2
146,FBgn0052280,CDIP1,CG32280,drosophila_melanogaster,4,2,0,6,2,1,0,3
146,WBGene00009484,CDIP1,F36G3.3,caenorhabditis_elegans,1,1,0,2,0,0,0,0
147,ENSG00000089775,ZBTB25,ZBTB25,homo_sapiens,4,16,9,29,2,4,3.2,9.2
147,ENSMUSG00000056459,ZBTB25,Zbtb25,mus_musculus,6,15,12,33,2.6,3.9,3.6,10.1
147,ENSXETG00000022529,ZBTB25,zbtb25,xenopus_tropicalis,1,17,3,21,0,4.1,1.6,5.7
147,WBGene00016154,ZBTB25,C27A12.2,caenorhabditis_elegans,1,1,5,7,0,0,2.3,2.3
148,ENSG00000089902,RCOR1,RCOR1,homo_sapiens,1,5,3,9,0,2.3,1.6,3.9
148,ENSMUSG00000037896,RCOR1,Rcor1,mus_musculus,2,5,6,13,1,2.3,2.6,5.9
148,ENSXETG00000012743,RCOR1,rcor1,xenopus_tropicalis,1,5,1,7,0,2.3,0,2.3
148,FBgn0261573,RCOR1,CoRest,drosophila_melanogaster,10,2,24,36,3.3,1,4.6,8.9
148,WBGene00022278,RCOR1,rcor-1,caenorhabditis_elegans,4,3,13,20,2,1.6,3.7,7.3
149,ENSG00000090447,TFAP4,TFAP4,homo_sapiens,2,1,2,5,1,0,1,2
149,ENSMUSG00000005718,TFAP4,Tfap4,mus_musculus,1,1,1,3,0,0,0,0
149,ENSXETG00000033922,TFAP4,tfap4,xenopus_tropicalis,1,1,1,3,0,0,0,0
149,FBgn0001994,TFAP4,crp,drosophila_melanogaster,2,1,2,5,1,0,1,2
149,WBGene00001955,TFAP4,hlh-11,caenorhabditis_elegans,5,1,4,10,2.3,0,2,4.3
151,ENSG00000090661,CERS4,CERS4,homo_sapiens,9,5,9,23,3.2,2.3,3.2,8.7
151,ENSMUSG00000008206,CERS4,Cers4,mus_musculus,2,5,2,9,1,2.3,1,4.3
151,FBgn0040918,CERS4,schlank,drosophila_melanogaster,2,1,4,7,1,0,2,3
151,WBGene00002043,CERS4,hyl-1,caenorhabditis_elegans,4,3,4,11,2,1.6,2,5.6
152,ENSG00000091010,POU4F3,POU4F3,homo_sapiens,1,16,2,19,0,4,1,5
152,ENSMUSG00000024497,POU4F3,Pou4f3,mus_musculus,1,15,2,18,0,3.9,1,4.9
152,ENSXETG00000032363,POU4F3,POU4F3,xenopus_tropicalis,1,16,3,20,0,4,1.6,5.6
152,FBgn0000028,POU4F3,acj6,drosophila_melanogaster,13,5,26,44,3.7,2.3,4.7,10.7
152,WBGene00006818,POU4F3,unc-86,caenorhabditis_elegans,2,3,4,9,1,1.6,2,4.6
153,ENSG00000091656,ZFHX4,ZFHX4,homo_sapiens,6,3,22,28,2.6,1.6,4.5,8.6
153,ENSMUSG00000025255,ZFHX4,Zfhx4,mus_musculus,4,3,30,37,2,1.6,4.9,8.5
153,ENSXETG00000017151,ZFHX4,zfhx4,xenopus_tropicalis,1,3,13,17,0,1.6,3.7,5.3
153,FBgn0004607,ZFHX4,zfh2,drosophila_melanogaster,3,1,29,33,1.6,0,4.9,6.4
153,WBGene00022518,ZFHX4,zfh-2,caenorhabditis_elegans,6,1,41,40,2.6,0,5.4,7.9
155,ENSG00000092067,CEBPE,CEBPE,homo_sapiens,1,5,1,7,0,2.3,0,2.3
155,ENSMUSG00000052435,CEBPE,Cebpe,mus_musculus,1,4,1,6,0,2,0,2
155,ENSXETG00000032559,CEBPE,CEBPE,xenopus_tropicalis,1,5,1,7,0,2.3,0,2.3
155,WBGene00016754,CEBPE,cebp-2,caenorhabditis_elegans,1,1,1,3,0,0,0,0
156,ENSG00000092203,TOX4,TOX4,homo_sapiens,4,5,2,11,2,2.3,1,5.3
156,ENSMUSG00000016831,TOX4,Tox4,mus_musculus,1,5,1,7,0,2.3,0,2.3
156,ENSXETG00000017183,TOX4,tox4,xenopus_tropicalis,2,5,3,10,1,2.3,1.6,4.9
156,FBgn0035238,TOX4,CG12104,drosophila_melanogaster,3,6,3,12,1.6,2.6,1.6,5.8
156,WBGene00009827,TOX4,hmg-6,caenorhabditis_elegans,1,4,1,6,0,2,0,2
159,ENSG00000095794,CREM,CREM,homo_sapiens,34,3,46,82,5.1,1.6,5.5,12.2
159,ENSMUSG00000063889,CREM,Crem,mus_musculus,32,3,55,90,5,1.6,5.8,12.4
159,FBgn0265784,CREM,CrebB,drosophila_melanogaster,8,1,15,24,3,0,3.9,6.9
159,WBGene00000793,CREM,crh-1,caenorhabditis_elegans,7,1,12,20,2.8,0,3.6,6.4
160,ENSG00000095951,HIVEP1,HIVEP1,homo_sapiens,8,4,8,20,3,2,3,8
160,ENSMUSG00000021366,HIVEP1,Hivep1,mus_musculus,1,4,4,9,0,2,2,4
160,ENSXETG00000015441,HIVEP1,hivep1,xenopus_tropicalis,1,3,5,9,0,1.6,2.3,3.9
160,FBgn0003396,HIVEP1,shn,drosophila_melanogaster,6,1,42,49,2.6,0,5.4,8
160,WBGene00004862,HIVEP1,sma-9,caenorhabditis_elegans,14,1,51,71,3.8,0,5.7,9.5
161,ENSG00000096401,CDC5L,CDC5L,homo_sapiens,1,1,2,4,0,0,1,1
161,ENSMUSG00000023932,CDC5L,Cdc5l,mus_musculus,1,1,2,4,0,0,1,1
161,ENSXETG00000007885,CDC5L,cdc5l,xenopus_tropicalis,1,1,2,4,0,0,1,1
161,FBgn0265574,CDC5L,Cdc5,drosophila_melanogaster,2,1,4,7,1,0,2,3
161,WBGene00008386,CDC5L,D1081.8,caenorhabditis_elegans,1,1,2,4,0,0,1,1
167,ENSG00000100219,XBP1,XBP1,homo_sapiens,5,1,5,11,2.3,0,2.3,4.6
167,ENSMUSG00000020484,XBP1,Xbp1,mus_musculus,3,1,3,7,1.6,0,1.6,3.2
167,ENSXETG00000027416,XBP1,xbp1,xenopus_tropicalis,1,1,1,3,0,0,0,0
167,FBgn0021872,XBP1,Xbp1,drosophila_melanogaster,2,1,2,5,1,0,1,2
167,WBGene00006959,XBP1,xbp-1,caenorhabditis_elegans,3,1,2,7,1.6,0,1,2.6
169,ENSG00000100426,ZBED4,ZBED4,homo_sapiens,1,3,4,8,0,1.6,2,3.6
169,ENSMUSG00000034333,ZBED4,Zbed4,mus_musculus,1,3,4,8,0,1.6,2,3.6
169,ENSXETG00000014526,ZBED4,zbed4,xenopus_tropicalis,1,10,4,15,0,3.3,2,5.3
169,FBgn0031874,ZBED4,CG13775,drosophila_melanogaster,3,1,2,6,1.6,0,1,2.6
169,WBGene00010704,ZBED4,K09A11.1,caenorhabditis_elegans,1,4,1,6,0,2,0,2
174,ENSG00000100987,VSX1,VSX1,homo_sapiens,4,3,4,13,2,1.6,2,5.6
174,ENSMUSG00000033080,VSX1,Vsx1,mus_musculus,1,3,2,6,0,1.6,1,2.6
174,ENSXETG00000012786,VSX1,vsx1,xenopus_tropicalis,1,3,1,5,0,1.6,0,1.6
174,FBgn0263512,VSX1,Vsx2,drosophila_melanogaster,2,5,6,13,1,2.3,2.6,5.9
174,WBGene00000435,VSX1,ceh-10,caenorhabditis_elegans,1,3,2,6,0,1.6,1,2.6
175,ENSG00000101057,MYBL2,MYBL2,homo_sapiens,2,4,6,12,1,2,2.6,5.6
175,ENSMUSG00000017861,MYBL2,Mybl2,mus_musculus,2,4,3,9,1,2,1.6,4.6
175,ENSXETG00000012125,MYBL2,mybl2,xenopus_tropicalis,1,4,3,5,0,2,1.6,3.6
175,FBgn0002914,MYBL2,Myb,drosophila_melanogaster,4,2,9,15,2,1,3.2,6.2
175,WBGene00001568,MYBL2,snpc-4,caenorhabditis_elegans,2,1,10,13,1,0,3.3,4.3
176,ENSG00000101076,HNF4A,HNF4A,homo_sapiens,8,12,8,28,3,3.6,3,9.6
176,ENSMUSG00000017950,HNF4A,Hnf4a,mus_musculus,4,12,4,20,2,3.6,2,7.6
176,ENSXETG00000001775,HNF4A,hnf4a,xenopus_tropicalis,1,14,1,16,0,3.8,0,3.8
176,FBgn0004914,HNF4A,Hnf4,drosophila_melanogaster,5,6,5,16,2.3,2.6,2.3,7.2
176,WBGene00003654,HNF4A,nhr-64,caenorhabditis_elegans,2,4,2,8,1,2,1,4
178,ENSG00000101115,SALL4,SALL4,homo_sapiens,3,4,11,18,1.6,2,3.5,7
178,ENSMUSG00000027547,SALL4,Sall4,mus_musculus,5,4,13,22,2.3,2,3.7,8
178,ENSXETG00000012326,SALL4,sall4,xenopus_tropicalis,1,4,7,12,0,2,2.8,4.8
178,FBgn0000287,SALL4,salr,drosophila_melanogaster,3,2,21,26,1.6,1,4.4,7
178,WBGene00004773,SALL4,sem-4,caenorhabditis_elegans,1,1,5,7,0,0,2.3,2.3
181,ENSG00000101216,GMEB2,GMEB2,homo_sapiens,3,2,3,8,1.6,1,1.6,4.2
181,ENSMUSG00000038705,GMEB2,Gmeb2,mus_musculus,2,2,2,6,1,1,1,3
181,ENSXETG00000016232,GMEB2,gmeb2,xenopus_tropicalis,1,2,1,4,0,1,0,1
181,WBGene00015285,GMEB2,gmeb-1,caenorhabditis_elegans,1,4,1,6,0,2,0,2
182,ENSG00000101412,E2F1,E2F1,homo_sapiens,1,6,0,7,0,2.6,0,2.6
182,ENSMUSG00000027490,E2F1,E2f1,mus_musculus,2,6,0,8,1,2.6,0,3.6
182,ENSXETG00000021428,E2F1,e2f1,xenopus_tropicalis,1,4,0,5,0,2,0,2
182,FBgn0011766,E2F1,E2f1,drosophila_melanogaster,6,2,0,8,2.6,1,0,3.6
182,WBGene00001162,E2F1,efl-2,caenorhabditis_elegans,4,2,0,2,2,1,0,3
187,ENSG00000102034,ELF4,ELF4,homo_sapiens,4,12,3,19,2,3.6,1.6,7.2
187,ENSMUSG00000031103,ELF4,Elf4,mus_musculus,3,11,3,14,1.6,3.5,1.6,6.6
187,FBgn0000567,ELF4,Eip74EF,drosophila_melanogaster,5,3,5,13,2.3,1.6,2.3,6.2
187,WBGene00016029,ELF4,elf-1,caenorhabditis_elegans,4,8,4,16,2,3,2,7
188,ENSG00000102145,GATA1,GATA1,homo_sapiens,2,6,4,12,1,2.6,2,5.6
188,ENSMUSG00000031162,GATA1,Gata1,mus_musculus,3,6,2,11,1.6,2.6,1,5.2
188,ENSXETG00000018547,GATA1,gata1,xenopus_tropicalis,1,6,2,9,0,2.6,1,3.6
188,FBgn0001138,GATA1,grn,drosophila_melanogaster,3,5,6,11,1.6,2.3,2.6,6.5
188,WBGene00001249,GATA1,elt-1,caenorhabditis_elegans,6,5,10,21,2.6,2.3,3.3,8.2
191,ENSG00000102804,TSC22D1,TSC22D1,homo_sapiens,7,4,0,11,2.8,2,0,4.8
191,ENSMUSG00000022010,TSC22D1,Tsc22d1,mus_musculus,10,4,0,14,3.3,2,0,5.3
191,ENSXETG00000014776,TSC22D1,tsc22d1,xenopus_tropicalis,1,5,0,6,0,2.3,0,2.3
191,FBgn0259176,TSC22D1,bun,drosophila_melanogaster,10,1,0,11,3.3,0,0,3.3
191,WBGene00016269,TSC22D1,C30G4.4,caenorhabditis_elegans,24,3,0,27,4.6,1.6,0,6.2
193,ENSG00000102878,HSF4,HSF4,homo_sapiens,8,3,0,11,3,1.6,0,4.6
193,ENSMUSG00000033249,HSF4,Hsf4,mus_musculus,5,4,0,9,2.3,2,0,4.3
193,ENSXETG00000030007,HSF4,HSF4,xenopus_tropicalis,1,5,0,6,0,2.3,0,2.3
193,FBgn0001222,HSF4,Hsf,drosophila_melanogaster,4,1,0,5,2,0,0,2
193,WBGene00002004,HSF4,hsf-1,caenorhabditis_elegans,1,1,0,2,0,0,0,0
196,ENSG00000102974,CTCF,CTCF,homo_sapiens,2,5,19,26,1,2.3,4.2,7.6
196,ENSMUSG00000005698,CTCF,Ctcf,mus_musculus,1,5,11,17,0,2.3,3.5,5.8
196,ENSXETG00000015615,CTCF,ctcf,xenopus_tropicalis,2,4,22,28,1,2,4.5,7.5
196,FBgn0035769,CTCF,CTCF,drosophila_melanogaster,1,3,11,15,0,1.6,3.5,5
196,WBGene00009553,CTCF,F39B2.1,caenorhabditis_elegans,1,1,5,7,0,0,2.3,2.3
198,ENSG00000103241,FOXF1,FOXF1,homo_sapiens,1,14,1,2,0,3.8,0,3.8
198,ENSMUSG00000042812,FOXF1,Foxf1,mus_musculus,1,16,1,18,0,4,0,4
198,ENSXETG00000003565,FOXF1,foxf1,xenopus_tropicalis,1,14,2,17,0,3.8,1,4.8
198,FBgn0045759,FOXF1,bin,drosophila_melanogaster,1,6,1,8,0,2.6,0,2.6
198,WBGene00002601,FOXF1,let-381,caenorhabditis_elegans,1,5,1,7,0,2.3,0,2.3
199,ENSG00000103326,CAPN15,CAPN15,homo_sapiens,4,2,7,13,2,1,2.8,5.8
199,ENSMUSG00000037326,CAPN15,Capn15,mus_musculus,1,2,5,8,0,1,2.3,3.3
199,ENSXETG00000010331,CAPN15,capn15,xenopus_tropicalis,1,2,6,9,0,1,2.6,3.6
199,FBgn0003464,CAPN15,sol,drosophila_melanogaster,4,1,15,20,2,0,3.9,5.9
199,WBGene00011705,CAPN15,T11A5.6,caenorhabditis_elegans,3,8,2,13,1.6,3,1,5.6
201,ENSG00000103449,SALL1,SALL1,homo_sapiens,4,4,27,35,2,2,4.8,8.8
201,ENSMUSG00000031665,SALL1,Sall1,mus_musculus,1,4,9,14,0,2,3.2,5.2
201,ENSXETG00000018417,SALL1,sall1,xenopus_tropicalis,1,4,10,15,0,2,3.3,5.3
201,FBgn0000287,SALL1,salr,drosophila_melanogaster,3,2,21,26,1.6,1,4.4,7
201,WBGene00004773,SALL1,sem-4,caenorhabditis_elegans,1,1,5,7,0,0,2.3,2.3
202,ENSG00000103460,TOX3,TOX3,homo_sapiens,3,5,2,10,1.6,2.3,1,4.9
202,ENSMUSG00000043668,TOX3,Tox3,mus_musculus,3,5,2,10,1.6,2.3,1,4.9
202,ENSXETG00000006442,TOX3,tox3,xenopus_tropicalis,2,5,4,11,1,2.3,2,5.3
202,FBgn0035238,TOX3,CG12104,drosophila_melanogaster,3,6,3,12,1.6,2.6,1.6,5.8
202,WBGene00009827,TOX3,hmg-6,caenorhabditis_elegans,1,4,1,6,0,2,0,2
205,ENSG00000104177,MYEF2,MYEF2,homo_sapiens,7,2,12,21,2.8,1,3.6,7.4
205,ENSMUSG00000027201,MYEF2,Myef2,mus_musculus,6,3,17,26,2.6,1.6,4.1,8.3
205,ENSXETG00000018412,MYEF2,myef2,xenopus_tropicalis,2,2,12,16,1,1,3.6,5.6
205,FBgn0267790,MYEF2,rump,drosophila_melanogaster,2,1,4,7,1,0,2,3
205,WBGene00007706,MYEF2,C25A1.4,caenorhabditis_elegans,2,1,6,9,1,0,2.6,3.6
207,ENSG00000104804,TULP2,TULP2,homo_sapiens,5,6,0,5,2.3,2.6,0,4.9
207,ENSMUSG00000023467,TULP2,Tulp2,mus_musculus,2,9,0,11,1,3.2,0,4.2
207,ENSXETG00000021227,TULP2,tulp2,xenopus_tropicalis,1,6,0,7,0,2.6,0,2.6
207,FBgn0015721,TULP2,ktub,drosophila_melanogaster,2,3,0,5,1,1.6,0,2.6
207,WBGene00006655,TULP2,tub-1,caenorhabditis_elegans,1,3,0,4,0,1.6,0,1.6
211,ENSG00000105229,PIAS4,PIAS4,homo_sapiens,1,6,3,10,0,2.6,1.6,4.2
211,ENSMUSG00000004934,PIAS4,Pias4,mus_musculus,2,6,3,11,1,2.6,1.6,5.2
211,ENSXETG00000006386,PIAS4,pias4,xenopus_tropicalis,2,6,4,12,1,2.6,2,5.6
211,FBgn0003612,PIAS4,Su(var)2-10,drosophila_melanogaster,14,2,42,58,3.8,1,5.4,10.2
211,WBGene00001574,PIAS4,gei-17,caenorhabditis_elegans,15,1,30,46,3.9,0,4.9,8.8
212,ENSG00000105261,OVOL3,OVOL3,homo_sapiens,2,3,6,11,1,1.6,2.6,5.2
212,ENSMUSG00000100512,OVOL3,Ovol3,mus_musculus,1,3,3,7,0,1.6,1.6,3.2
212,ENSXETG00000030032,OVOL3,OVOL3,xenopus_tropicalis,2,3,6,11,1,1.6,2.6,5.2
212,FBgn0003028,OVOL3,ovo,drosophila_melanogaster,5,1,15,18,2.3,0,3.9,6.2
212,WBGene00003033,OVOL3,lin-48,caenorhabditis_elegans,1,1,3,5,0,0,1.6,1.6
214,ENSG00000105419,MEIS3,MEIS3,homo_sapiens,10,9,8,27,3.3,3.2,3,9.5
214,ENSMUSG00000041420,MEIS3,Meis3,mus_musculus,4,9,2,15,2,3.2,1,6.2
214,ENSXETG00000002807,MEIS3,meis3,xenopus_tropicalis,1,7,1,9,0,2.8,0,2.8
214,FBgn0001235,MEIS3,hth,drosophila_melanogaster,5,3,2,10,2.3,1.6,1,4.9
214,WBGene00006796,MEIS3,unc-62,caenorhabditis_elegans,10,1,8,19,3.3,0,3,6.3
216,ENSG00000105516,DBP,DBP,homo_sapiens,4,3,3,10,2,1.6,1.6,5.2
216,ENSMUSG00000059824,DBP,Dbp,mus_musculus,1,3,1,5,0,1.6,0,1.6
216,ENSXETG00000003160,DBP,dbp,xenopus_tropicalis,1,3,1,5,0,1.6,0,1.6
216,FBgn0016694,DBP,Pdp1,drosophila_melanogaster,13,3,13,29,3.7,1.6,3.7,9
216,WBGene00000469,DBP,ces-2,caenorhabditis_elegans,1,2,1,4,0,1,0,1
217,ENSG00000105610,KLF1,KLF1,homo_sapiens,1,12,3,16,0,3.6,1.6,5.2
217,ENSMUSG00000054191,KLF1,Klf1,mus_musculus,1,13,3,17,0,3.7,1.6,5.3
217,ENSXETG00000001058,KLF1,klf17,xenopus_tropicalis,1,11,3,15,0,3.5,1.6,5
217,WBGene00018990,KLF1,klf-1,caenorhabditis_elegans,2,3,6,11,1,1.6,2.6,5.2
218,ENSG00000105672,ETV2,ETV2,homo_sapiens,8,0,6,14,3,0,2.6,5.6
218,ENSMUSG00000006311,ETV2,Etv2,mus_musculus,1,13,1,2,0,3.7,0,3.7
218,ENSXETG00000027926,ETV2,etv2,xenopus_tropicalis,1,12,1,14,0,3.6,0,3.6
218,FBgn0003118,ETV2,pnt,drosophila_melanogaster,4,5,6,15,2,2.3,2.6,6.9
218,WBGene00016600,ETV2,ets-5,caenorhabditis_elegans,2,2,2,6,1,1,1,3
220,ENSG00000105708,ZNF14,ZNF14,homo_sapiens,1,38,20,59,0,5.2,4.3,9.6
220,WBGene00021931,ZNF14,Y55F3AM.14,caenorhabditis_elegans,1,1,11,13,0,0,3.5,3.5
221,ENSG00000105717,PBX4,PBX4,homo_sapiens,1,4,1,6,0,2,0,2
221,ENSMUSG00000031860,PBX4,Pbx4,mus_musculus,2,4,1,7,1,2,0,3
221,FBgn0000611,PBX4,exd,drosophila_melanogaster,4,1,4,9,2,0,2,4
221,WBGene00000443,PBX4,ceh-20,caenorhabditis_elegans,1,3,1,5,0,1.6,0,1.6
222,ENSG00000105722,ERF,ERF,homo_sapiens,4,13,4,17,2,3.7,2,7.7
222,ENSMUSG00000040857,ERF,Erf,mus_musculus,2,13,2,17,1,3.7,1,5.7
222,ENSXETG00000012067,ERF,erf,xenopus_tropicalis,2,12,4,18,1,3.6,2,6.6
222,FBgn0005660,ERF,Ets21C,drosophila_melanogaster,4,5,7,16,2,2.3,2.8,7.1
222,WBGene00016600,ERF,ets-5,caenorhabditis_elegans,2,2,2,6,1,1,1,3
225,ENSG00000105821,DNAJC2,DNAJC2,homo_sapiens,5,2,8,15,2.3,1,3,6.3
225,ENSMUSG00000029014,DNAJC2,Dnajc2,mus_musculus,4,2,10,16,2,1,3.3,6.3
225,ENSXETG00000023108,DNAJC2,dnajc2,xenopus_tropicalis,2,2,4,8,1,1,2,4
225,FBgn0037051,DNAJC2,CG10565,drosophila_melanogaster,2,2,6,10,1,1,2.6,4.6
225,WBGene00001029,DNAJC2,dnj-11,caenorhabditis_elegans,1,2,3,6,0,1,1.6,2.6
227,ENSG00000105866,SP4,SP4,homo_sapiens,2,15,3,20,1,3.9,1.6,6.5
227,ENSMUSG00000025323,SP4,Sp4,mus_musculus,1,15,3,19,0,3.9,1.6,5.5
227,ENSXETG00000007429,SP4,sp4,xenopus_tropicalis,1,14,6,21,0,3.8,2.6,6.4
227,FBgn0039169,SP4,Spps,drosophila_melanogaster,2,4,6,12,1,2,2.6,5.6
227,WBGene00011926,SP4,sptf-2,caenorhabditis_elegans,1,2,3,6,0,1,1.6,2.6
228,ENSG00000105880,DLX5,DLX5,homo_sapiens,2,21,2,25,1,4.4,1,6.4
228,ENSMUSG00000029755,DLX5,Dlx5,mus_musculus,2,22,1,25,1,4.5,0,5.5
228,ENSXETG00000016572,DLX5,dlx5,xenopus_tropicalis,1,23,1,2,0,4.5,0,4.5
228,WBGene00000463,DLX5,ceh-43,caenorhabditis_elegans,1,9,1,11,0,3.2,0,3.2
229,ENSG00000105967,TFEC,TFEC,homo_sapiens,5,4,5,14,2.3,2,2.3,6.6
229,ENSMUSG00000029553,TFEC,Tfec,mus_musculus,2,4,1,7,1,2,0,3
229,ENSXETG00000011566,TFEC,tfec,xenopus_tropicalis,1,4,1,6,0,2,0,2
229,FBgn0263112,TFEC,Mitf,drosophila_melanogaster,4,1,4,9,2,0,2,4
229,WBGene00020930,TFEC,hlh-30,caenorhabditis_elegans,12,1,12,24,3.6,0,3.6,7.2
230,ENSG00000105991,HOXA1,HOXA1,homo_sapiens,2,20,1,23,1,4.3,0,5.3
230,ENSMUSG00000029844,HOXA1,Hoxa1,mus_musculus,2,20,1,23,1,4.3,0,5.3
230,ENSXETG00000000715,HOXA1,hoxa1,xenopus_tropicalis,1,22,2,25,0,4.5,1,5.5
230,FBgn0002522,HOXA1,lab,drosophila_melanogaster,2,11,2,15,1,3.5,1,5.5
230,WBGene00000437,HOXA1,ceh-13,caenorhabditis_elegans,1,6,1,8,0,2.6,0,2.6
231,ENSG00000105996,HOXA2,HOXA2,homo_sapiens,1,20,1,22,0,4.3,0,4.3
231,ENSMUSG00000014704,HOXA2,Hoxa2,mus_musculus,1,20,1,22,0,4.3,0,4.3
231,ENSXETG00000000716,HOXA2,hoxa2,xenopus_tropicalis,1,22,1,24,0,4.5,0,4.5
231,FBgn0051481,HOXA2,pb,drosophila_melanogaster,4,11,4,19,2,3.5,2,7.5
231,WBGene00003102,HOXA2,mab-5,caenorhabditis_elegans,1,6,1,8,0,2.6,0,2.6
233,ENSG00000106004,HOXA5,HOXA5,homo_sapiens,1,16,1,18,0,4,0,4
233,ENSMUSG00000038253,HOXA5,Hoxa5,mus_musculus,1,15,1,17,0,3.9,0,3.9
233,ENSXETG00000000720,HOXA5,hoxa5,xenopus_tropicalis,1,14,1,16,0,3.8,0,3.8
233,WBGene00003024,HOXA5,lin-39,caenorhabditis_elegans,2,1,2,5,1,0,1,2
236,ENSG00000106038,EVX1,EVX1,homo_sapiens,3,20,1,24,1.6,4.3,0,5.9
236,ENSMUSG00000005503,EVX1,Evx1,mus_musculus,2,20,1,23,1,4.3,0,5.3
236,ENSXETG00000000736,EVX1,evx1,xenopus_tropicalis,2,22,2,26,1,4.5,1,6.5
236,FBgn0000606,EVX1,eve,drosophila_melanogaster,1,11,1,13,0,3.5,0,3.5
236,WBGene00006873,EVX1,vab-7,caenorhabditis_elegans,1,6,1,8,0,2.6,0,2.6
241,ENSG00000106511,MEOX2,MEOX2,homo_sapiens,1,20,1,22,0,4.3,0,4.3
241,ENSMUSG00000036144,MEOX2,Meox2,mus_musculus,1,20,1,22,0,4.3,0,4.3
241,ENSXETG00000005051,MEOX2,meox2,xenopus_tropicalis,2,22,3,27,1,4.5,1.6,7
